,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_class_weight,params_learning_rate,params_max_depth,params_min_data_in_leaf,params_n_estimators,params_num_leaves,params_sampling_strategy,state
141,141,0.13142399030322513,2020-09-03 15:42:51.480378,2020-09-03 15:42:55.509507,0 days 00:00:04.029129,gbdt,,1.462221336998484,45,70,60,90,0.9,COMPLETE
142,142,0.397777338975957,2020-09-03 15:42:55.512922,2020-09-03 15:43:03.910399,0 days 00:00:08.397477,gbdt,,0.25350730889912604,48,75,100,90,0.9,COMPLETE
143,143,0.10026050862482298,2020-09-03 15:43:03.914582,2020-09-03 15:43:07.818444,0 days 00:00:03.903862,gbdt,,3.138345787971694,56,75,90,85,0.9,COMPLETE
144,144,0.10792785171185333,2020-09-03 15:43:07.832065,2020-09-03 15:43:11.266415,0 days 00:00:03.434350,gbdt,,5.608679731581402,54,70,50,90,0.9,COMPLETE
145,145,0.3705363619248281,2020-09-03 15:43:11.271139,2020-09-03 15:43:19.119298,0 days 00:00:07.848159,gbdt,,0.4284009407791234,49,80,100,90,0.85,COMPLETE
146,146,0.3824427792161341,2020-09-03 15:43:19.127930,2020-09-03 15:43:24.769973,0 days 00:00:05.642043,goss,,0.2972306361685425,48,75,80,85,0.9500000000000001,COMPLETE
147,147,0.0992825192555806,2020-09-03 15:43:24.776913,2020-09-03 15:43:28.465174,0 days 00:00:03.688261,gbdt,,7.340149179100513,42,70,110,80,0.85,COMPLETE
148,148,0.15489764923767702,2020-09-03 15:43:28.468992,2020-09-03 15:43:31.492747,0 days 00:00:03.023755,gbdt,,2.882114588100272,44,65,60,90,0.8,COMPLETE
149,149,0.10644742213301295,2020-09-03 15:43:31.498223,2020-09-03 15:43:34.524614,0 days 00:00:03.026391,gbdt,,38.06307975734203,47,60,40,95,0.9,COMPLETE
150,150,0.3954471092212019,2020-09-03 15:43:34.532025,2020-09-03 15:43:44.258686,0 days 00:00:09.726661,gbdt,,0.16078484188716285,53,80,130,95,0.9,COMPLETE
151,151,0.42943574191082223,2020-09-03 15:43:44.262363,2020-09-03 15:43:51.399388,0 days 00:00:07.137025,gbdt,,0.17315581622316895,50,75,70,90,0.9500000000000001,COMPLETE
152,152,0.42999240370281644,2020-09-03 15:43:51.403365,2020-09-03 15:43:56.833596,0 days 00:00:05.430231,gbdt,,0.16957383196413894,51,75,50,90,0.9500000000000001,COMPLETE
153,153,0.12592343608658868,2020-09-03 15:43:56.837809,2020-09-03 15:44:00.023871,0 days 00:00:03.186062,gbdt,,4.0820489507352145,50,75,50,85,0.9500000000000001,COMPLETE
154,154,0.14268363709313575,2020-09-03 15:44:00.028185,2020-09-03 15:44:03.715397,0 days 00:00:03.687212,gbdt,,2.2901665830393956,52,70,70,90,0.9500000000000001,COMPLETE
155,155,0.13040834992226025,2020-09-03 15:44:03.721811,2020-09-03 15:44:06.628725,0 days 00:00:02.906914,gbdt,,4.651774658245316,45,80,20,95,0.9500000000000001,COMPLETE
156,156,0.4401291327713318,2020-09-03 15:44:06.633716,2020-09-03 15:44:11.504485,0 days 00:00:04.870769,gbdt,,0.21390935648563186,59,75,60,45,0.9,COMPLETE
157,157,0.37842700247212596,2020-09-03 15:44:11.509383,2020-09-03 15:44:15.139829,0 days 00:00:03.630446,gbdt,,0.12857891714902375,61,70,40,45,0.85,COMPLETE
158,158,0.11004463021797169,2020-09-03 15:44:15.143253,2020-09-03 15:44:18.156587,0 days 00:00:03.013334,dart,,2.5237410754771834,57,65,30,65,0.9500000000000001,COMPLETE
159,159,0.13856881802251328,2020-09-03 15:44:18.165040,2020-09-03 15:44:21.230434,0 days 00:00:03.065394,gbdt,,6.335843201734839,55,75,50,90,0.85,COMPLETE
160,160,0.13565388189650712,2020-09-03 15:44:21.240397,2020-09-03 15:44:24.893373,0 days 00:00:03.652976,gbdt,,2.1304400418615392,58,70,80,85,0.9,COMPLETE
161,161,0.41498781660882555,2020-09-03 15:44:24.906039,2020-09-03 15:44:30.363339,0 days 00:00:05.457300,gbdt,,0.26807791163935896,50,80,60,95,0.9,COMPLETE
162,162,0.4356304277632539,2020-09-03 15:44:30.372263,2020-09-03 15:44:36.293990,0 days 00:00:05.921727,gbdt,,0.17661465111044508,50,75,60,100,0.9500000000000001,COMPLETE
163,163,0.41791854009878937,2020-09-03 15:44:36.297117,2020-09-03 15:44:42.580795,0 days 00:00:06.283678,gbdt,,0.2349746891017884,50,75,60,100,0.9500000000000001,COMPLETE
164,164,0.09333691995498065,2020-09-03 15:44:42.586695,2020-09-03 15:44:45.525832,0 days 00:00:02.939137,gbdt,,3.6020284065234534,54,75,60,100,0.9500000000000001,COMPLETE
165,165,0.11662229768881024,2020-09-03 15:44:45.532425,2020-09-03 15:44:48.984189,0 days 00:00:03.451764,gbdt,,1.9068285586670806,51,75,70,60,0.9500000000000001,COMPLETE
166,166,0.1468887587722848,2020-09-03 15:44:48.990935,2020-09-03 15:44:51.644656,0 days 00:00:02.653721,gbdt,,5.201784901856897,50,80,50,100,0.9,COMPLETE
167,167,0.42867796513743067,2020-09-03 15:44:51.651736,2020-09-03 15:44:58.222782,0 days 00:00:06.571046,gbdt,,0.16780246242150887,53,75,70,100,0.9500000000000001,COMPLETE
168,168,0.4247424693101222,2020-09-03 15:44:58.226492,2020-09-03 15:45:04.933555,0 days 00:00:06.707063,gbdt,,0.1823073326301305,53,75,70,100,0.9500000000000001,COMPLETE
169,169,0.10423917794623656,2020-09-03 15:45:04.939732,2020-09-03 15:45:08.155591,0 days 00:00:03.215859,gbdt,,7.9878249969263555,55,75,80,100,0.9500000000000001,COMPLETE
170,170,0.11593478871394018,2020-09-03 15:45:08.159859,2020-09-03 15:45:11.472774,0 days 00:00:03.312915,gbdt,,3.8521888412737244,64,70,70,100,0.9500000000000001,COMPLETE
171,171,0.3999561162484837,2020-09-03 15:45:11.477054,2020-09-03 15:45:17.649293,0 days 00:00:06.172239,gbdt,,0.35923524353822334,59,75,60,100,1.0,COMPLETE
172,172,0.4214154356197171,2020-09-03 15:45:17.655313,2020-09-03 15:45:23.622835,0 days 00:00:05.967522,gbdt,,0.16614131581427827,53,80,50,100,0.9500000000000001,COMPLETE
173,173,0.10929701648082721,2020-09-03 15:45:23.634030,2020-09-03 15:45:27.031086,0 days 00:00:03.397056,gbdt,,2.0683775516148915,53,80,70,100,0.9500000000000001,COMPLETE
174,174,0.40756753605484075,2020-09-03 15:45:27.034930,2020-09-03 15:45:32.189498,0 days 00:00:05.154568,gbdt,,0.2678610157842018,50,75,50,100,0.9,COMPLETE
175,175,0.43410335681898704,2020-09-03 15:45:32.193428,2020-09-03 15:45:39.383699,0 days 00:00:07.190271,gbdt,,0.10470505854851558,53,80,80,100,0.9500000000000001,COMPLETE
176,176,0.12345292775543112,2020-09-03 15:45:39.387608,2020-09-03 15:45:43.066401,0 days 00:00:03.678793,gbdt,,2.1874247716474704,52,80,90,100,0.9500000000000001,COMPLETE
177,177,0.08983741580637047,2020-09-03 15:45:43.069942,2020-09-03 15:45:46.261065,0 days 00:00:03.191123,gbdt,,5.302283623145043,55,80,60,100,0.9500000000000001,COMPLETE
178,178,0.4419502937264629,2020-09-03 15:45:46.269022,2020-09-03 15:45:53.435537,0 days 00:00:07.166515,gbdt,,0.12327349457380984,62,75,80,100,0.9,COMPLETE
179,179,0.07200448320399991,2020-09-03 15:45:53.442633,2020-09-03 15:45:56.790115,0 days 00:00:03.347482,gbdt,,3.801282281736177,59,75,80,100,0.9500000000000001,COMPLETE
180,180,0.10581127027597119,2020-09-03 15:45:56.800651,2020-09-03 15:46:00.431921,0 days 00:00:03.631270,gbdt,,55.13731082523427,62,70,90,100,1.0,COMPLETE
181,181,0.12980595481777743,2020-09-03 15:46:00.440898,2020-09-03 15:46:04.121319,0 days 00:00:03.680421,gbdt,,1.9563185622794261,56,75,60,95,0.9,COMPLETE
182,182,0.12875565643497655,2020-09-03 15:46:04.125189,2020-09-03 15:46:07.736085,0 days 00:00:03.610896,gbdt,,1.874266197459986,47,80,50,35,0.9,COMPLETE
183,183,0.1266260291056766,2020-09-03 15:46:07.740398,2020-09-03 15:46:11.051475,0 days 00:00:03.311077,gbdt,,3.3951925730534414,52,75,80,100,0.9500000000000001,COMPLETE
184,184,0.37604389714947783,2020-09-03 15:46:11.055396,2020-09-03 15:46:15.061588,0 days 00:00:04.006192,gbdt,,0.5959568481828248,54,80,40,100,0.9,COMPLETE
185,185,0.08333646525790203,2020-09-03 15:46:15.065912,2020-09-03 15:46:18.000032,0 days 00:00:02.934120,gbdt,,28.636351898563635,50,75,70,95,0.9500000000000001,COMPLETE
186,186,0.43588508658124303,2020-09-03 15:46:18.004080,2020-09-03 15:46:23.332793,0 days 00:00:05.328713,gbdt,,0.1758333019586436,67,70,50,100,0.9,COMPLETE
187,187,0.38730103620554407,2020-09-03 15:46:23.336965,2020-09-03 15:46:31.845280,0 days 00:00:08.508315,gbdt,,0.3465970067467127,68,70,110,100,0.9500000000000001,COMPLETE
188,188,0.40309298570399027,2020-09-03 15:46:31.849061,2020-09-03 15:46:36.316840,0 days 00:00:04.467779,gbdt,,0.10984801657687301,60,75,40,100,0.9,COMPLETE
189,189,0.13086308918263795,2020-09-03 15:46:36.327604,2020-09-03 15:46:41.087128,0 days 00:00:04.759524,goss,,6.322427109125855,57,70,50,100,1.0,COMPLETE
190,190,0.11681343766349236,2020-09-03 15:46:41.096385,2020-09-03 15:46:44.174054,0 days 00:00:03.077669,gbdt,,4.325708315928107,63,75,30,95,0.9,COMPLETE
191,191,0.43135391580337173,2020-09-03 15:46:44.177284,2020-09-03 15:46:49.647679,0 days 00:00:05.470395,gbdt,,0.16764489065986735,67,80,60,95,0.9,COMPLETE
192,192,0.15918715336755887,2020-09-03 15:46:49.651770,2020-09-03 15:46:52.801574,0 days 00:00:03.149804,gbdt,,2.3797601097297507,66,80,70,95,0.9500000000000001,COMPLETE
193,193,0.4255927428404048,2020-09-03 15:46:52.805252,2020-09-03 15:46:58.282328,0 days 00:00:05.477076,gbdt,,0.20145558744982311,67,50,60,100,0.9,COMPLETE
194,194,0.12426117303683179,2020-09-03 15:46:58.285612,2020-09-03 15:47:01.459695,0 days 00:00:03.174083,gbdt,,2.629510188610098,65,75,80,100,0.9,COMPLETE
195,195,0.3839990314502311,2020-09-03 15:47:01.462777,2020-09-03 15:47:07.645064,0 days 00:00:06.182287,gbdt,,0.33279473588380726,70,75,60,100,0.9,COMPLETE
196,196,0.4086343026214173,2020-09-03 15:47:07.648651,2020-09-03 15:47:12.538259,0 days 00:00:04.889608,gbdt,,0.24830270049733497,66,70,70,30,0.9500000000000001,COMPLETE
197,197,0.12841881544539163,2020-09-03 15:47:12.555884,2020-09-03 15:47:15.913286,0 days 00:00:03.357402,gbdt,,4.298119761140799,69,80,50,100,0.9,COMPLETE
198,198,0.4322738380577912,2020-09-03 15:47:15.923717,2020-09-03 15:47:25.783734,0 days 00:00:09.860017,gbdt,,0.11657008589028872,67,75,90,100,0.9500000000000001,COMPLETE
199,199,0.13188817785005566,2020-09-03 15:47:25.793259,2020-09-03 15:47:30.023078,0 days 00:00:04.229819,gbdt,,2.19699574361674,68,80,80,95,0.9,COMPLETE
200,200,0.1387551445300483,2020-09-03 15:47:30.026579,2020-09-03 15:47:33.731841,0 days 00:00:03.705262,gbdt,,5.808925532517496,71,70,90,100,0.85,COMPLETE
201,201,0.15975569239230342,2020-09-03 15:47:33.737863,2020-09-03 15:47:38.377551,0 days 00:00:04.639688,gbdt,,1.6402794937343583,62,75,70,100,0.9500000000000001,COMPLETE
202,202,0.3974658285442019,2020-09-03 15:47:38.391625,2020-09-03 15:47:45.220764,0 days 00:00:06.829139,gbdt,,0.5024844447353187,46,50,60,100,0.9500000000000001,COMPLETE
203,203,0.4271856988829611,2020-09-03 15:47:45.225419,2020-09-03 15:47:52.560840,0 days 00:00:07.335421,gbdt,,0.24798311319374874,68,75,60,100,0.9500000000000001,COMPLETE
204,204,0.4296431848430709,2020-09-03 15:47:52.565690,2020-09-03 15:47:59.690518,0 days 00:00:07.124828,gbdt,,0.13210437631270835,73,75,80,95,0.9,COMPLETE
205,205,0.42845988565190024,2020-09-03 15:47:59.698853,2020-09-03 15:48:08.443655,0 days 00:00:08.744802,gbdt,,0.17022786635841905,73,80,90,100,1.0,COMPLETE
206,206,0.10578506972972776,2020-09-03 15:48:08.448289,2020-09-03 15:48:12.091762,0 days 00:00:03.643473,gbdt,,3.6551226525541938,74,75,90,100,1.0,COMPLETE
207,207,0.14293798745620978,2020-09-03 15:48:12.098430,2020-09-03 15:48:15.922042,0 days 00:00:03.823612,gbdt,,2.135089639671894,72,70,100,100,1.0,COMPLETE
208,208,0.4307001697802228,2020-09-03 15:48:15.929106,2020-09-03 15:48:30.067688,0 days 00:00:14.138582,dart,,0.23239614559541755,76,80,90,100,0.9500000000000001,COMPLETE
209,209,0.09191632193952223,2020-09-03 15:48:30.073216,2020-09-03 15:48:34.543799,0 days 00:00:04.470583,dart,,3.68837284312196,74,75,110,95,0.9500000000000001,COMPLETE
210,210,0.4237173353374765,2020-09-03 15:48:34.553128,2020-09-03 15:48:42.092152,0 days 00:00:07.539024,gbdt,,0.15413962033583833,68,80,90,100,1.0,COMPLETE
211,211,0.06953663557912204,2020-09-03 15:48:42.096564,2020-09-03 15:48:47.254760,0 days 00:00:05.158196,dart,,2.162909794944595,67,80,100,100,1.0,COMPLETE
212,212,0.4152829927023536,2020-09-03 15:48:47.259526,2020-09-03 15:48:57.887808,0 days 00:00:10.628282,dart,,0.10761489300617474,76,75,90,100,1.0,COMPLETE
213,213,0.43853374938804823,2020-09-03 15:48:57.891520,2020-09-03 15:49:07.612840,0 days 00:00:09.721320,dart,,0.21458908782640718,71,80,80,100,0.9500000000000001,COMPLETE
214,214,0.05095384922352068,2020-09-03 15:49:07.616796,2020-09-03 15:49:12.544997,0 days 00:00:04.928201,dart,,1.760113901117643,71,80,80,100,0.9500000000000001,COMPLETE
215,215,0.09526913295062524,2020-09-03 15:49:12.549432,2020-09-03 15:49:16.016205,0 days 00:00:03.466773,dart,,77.38900310308186,78,85,100,100,1.0,COMPLETE
216,216,0.08255308412887072,2020-09-03 15:49:16.026816,2020-09-03 15:49:19.657423,0 days 00:00:03.630607,dart,,4.366499291456978,73,80,90,45,0.9500000000000001,COMPLETE
217,217,0.42735906901368753,2020-09-03 15:49:19.664734,2020-09-03 15:49:29.835939,0 days 00:00:10.171205,dart,,0.25866564384527524,69,80,80,100,0.9,COMPLETE
218,218,0.4213516098080782,2020-09-03 15:49:29.845822,2020-09-03 15:49:39.839125,0 days 00:00:09.993303,dart,,0.13808174819711605,64,85,80,100,0.9,COMPLETE
219,219,0.07585346081956294,2020-09-03 15:49:39.843621,2020-09-03 15:49:44.182186,0 days 00:00:04.338565,dart,,2.1802640895582304,76,75,70,95,0.9,COMPLETE
220,220,0.4439344268375229,2020-09-03 15:49:44.186423,2020-09-03 15:49:58.883884,0 days 00:00:14.697461,dart,,0.14767765372635053,70,70,110,100,0.9500000000000001,COMPLETE
221,221,0.09682204713869029,2020-09-03 15:49:58.888039,2020-09-03 15:50:03.567112,0 days 00:00:04.679073,dart,,2.0665629799831406,70,70,80,100,0.9500000000000001,COMPLETE
222,222,0.44366623183293025,2020-09-03 15:50:03.571153,2020-09-03 15:50:18.830964,0 days 00:00:15.259811,dart,,0.14730154353505293,72,65,110,100,0.9,COMPLETE
223,223,0.05780661090919368,2020-09-03 15:50:18.834745,2020-09-03 15:50:22.765121,0 days 00:00:03.930376,dart,,3.3837934420984555,71,60,110,100,0.9,COMPLETE
224,224,0.42611937818185786,2020-09-03 15:50:22.769416,2020-09-03 15:50:36.360703,0 days 00:00:13.591287,dart,,0.17271126653899682,67,65,140,40,0.9,COMPLETE
225,225,0.08828310482286282,2020-09-03 15:50:36.364884,2020-09-03 15:50:41.642191,0 days 00:00:05.277307,dart,,1.9649927887081922,73,65,120,55,0.9,COMPLETE
226,226,0.06683441338936527,2020-09-03 15:50:41.647182,2020-09-03 15:50:44.980569,0 days 00:00:03.333387,dart,,4.444855265783321,69,65,110,50,0.9500000000000001,COMPLETE
227,227,0.42412164961021254,2020-09-03 15:50:44.983984,2020-09-03 15:51:00.002404,0 days 00:00:15.018420,dart,,0.11738760315796716,66,70,120,95,0.9,COMPLETE
228,228,0.42626150606909813,2020-09-03 15:51:00.011496,2020-09-03 15:51:08.066876,0 days 00:00:08.055380,dart,,0.2682255643777665,72,65,100,35,0.9500000000000001,COMPLETE
229,229,0.4412797944352949,2020-09-03 15:51:08.074833,2020-09-03 15:51:20.396563,0 days 00:00:12.321730,dart,,0.17628954660208238,72,60,100,95,0.9500000000000001,COMPLETE
230,230,0.0728769011752122,2020-09-03 15:51:20.401017,2020-09-03 15:51:23.910160,0 days 00:00:03.509143,dart,,2.7420576450015126,75,60,90,95,0.9500000000000001,COMPLETE
231,231,0.4375552365956679,2020-09-03 15:51:23.913700,2020-09-03 15:51:36.366249,0 days 00:00:12.452549,dart,,0.20604552270892934,78,55,100,95,0.9500000000000001,COMPLETE
232,232,0.05911564875147597,2020-09-03 15:51:36.371006,2020-09-03 15:51:41.284759,0 days 00:00:04.913753,dart,,2.001827062412253,79,60,100,95,0.9500000000000001,COMPLETE
233,233,0.4360748791810821,2020-09-03 15:51:41.289694,2020-09-03 15:51:51.512587,0 days 00:00:10.222893,dart,,0.14682291741128706,75,70,90,95,0.9500000000000001,COMPLETE
234,234,0.06906200572652185,2020-09-03 15:51:51.519153,2020-09-03 15:51:55.820277,0 days 00:00:04.301124,dart,,2.1375998796349203,76,55,100,95,0.9500000000000001,COMPLETE
235,235,0.058760761056390456,2020-09-03 15:51:55.827929,2020-09-03 15:51:59.457141,0 days 00:00:03.629212,dart,,4.396908129725052,77,55,120,95,0.9500000000000001,COMPLETE
236,236,0.4333255623930297,2020-09-03 15:51:59.462145,2020-09-03 15:52:13.966959,0 days 00:00:14.504814,dart,,0.284561514510561,70,70,110,95,0.9500000000000001,COMPLETE
237,237,0.4315904158676104,2020-09-03 15:52:13.971069,2020-09-03 15:52:27.600486,0 days 00:00:13.629417,dart,,0.14437900158113115,73,70,110,95,0.9500000000000001,COMPLETE
238,238,0.0874722554013452,2020-09-03 15:52:27.604523,2020-09-03 15:52:32.314947,0 days 00:00:04.710424,dart,,2.1942886384080436,74,70,110,95,1.0,COMPLETE
239,239,0.4441910443723807,2020-09-03 15:52:32.322875,2020-09-03 15:52:55.217126,0 days 00:00:22.894251,dart,,0.2036737760469391,72,65,140,95,0.9500000000000001,COMPLETE
240,240,0.11004607553000727,2020-09-03 15:52:55.221147,2020-09-03 15:52:59.090411,0 days 00:00:03.869264,dart,,5.565079325776902,71,65,110,95,0.9500000000000001,COMPLETE
241,241,0.07504412161694321,2020-09-03 15:52:59.100113,2020-09-03 15:53:05.153573,0 days 00:00:06.053460,dart,,1.815157759829924,73,70,130,95,0.9500000000000001,COMPLETE
242,242,0.4287660773780333,2020-09-03 15:53:05.157610,2020-09-03 15:53:26.190298,0 days 00:00:21.032688,dart,,0.27067828901710517,75,65,130,95,0.9500000000000001,COMPLETE
243,243,0.42135725658179923,2020-09-03 15:53:26.198547,2020-09-03 15:53:49.440047,0 days 00:00:23.241500,dart,,0.2758934440730537,75,65,140,95,0.9500000000000001,COMPLETE
244,244,0.4367697230819507,2020-09-03 15:53:49.443630,2020-09-03 15:54:07.870037,0 days 00:00:18.426407,dart,,0.2123611761898641,77,60,120,95,0.9500000000000001,COMPLETE
245,245,0.09104035366385209,2020-09-03 15:54:07.874649,2020-09-03 15:54:11.840199,0 days 00:00:03.965550,dart,,3.3852861929208835,80,60,120,95,0.9500000000000001,COMPLETE
246,246,0.05302391652803441,2020-09-03 15:54:11.843692,2020-09-03 15:54:17.402510,0 days 00:00:05.558818,dart,,1.9495351399359366,78,65,130,95,0.9500000000000001,COMPLETE
247,247,0.011218895657106218,2020-09-03 15:54:17.407057,2020-09-03 15:54:20.121287,0 days 00:00:02.714230,dart,,3.153742746384634,75,55,140,95,0.1,COMPLETE
248,248,0.41947737668191065,2020-09-03 15:54:20.125457,2020-09-03 15:54:36.743395,0 days 00:00:16.617938,dart,,0.3461868293945546,72,65,120,90,0.9500000000000001,COMPLETE
249,249,0.048232593486053785,2020-09-03 15:54:36.747054,2020-09-03 15:54:39.781612,0 days 00:00:03.034558,dart,,96.58815090642554,77,60,110,95,0.9500000000000001,COMPLETE
250,250,0.44073451343772785,2020-09-03 15:54:39.785166,2020-09-03 15:54:58.476170,0 days 00:00:18.691004,dart,,0.15755390823701235,71,70,130,95,1.0,COMPLETE
251,251,0.4308696186716355,2020-09-03 15:54:58.483118,2020-09-03 15:55:13.159462,0 days 00:00:14.676344,dart,,0.29528565172956744,70,70,100,90,1.0,COMPLETE
252,252,0.43035445904004244,2020-09-03 15:55:13.168174,2020-09-03 15:55:27.022269,0 days 00:00:13.854095,dart,,0.24576682256852697,70,70,100,90,1.0,COMPLETE
253,253,0.10636287511208246,2020-09-03 15:55:27.027706,2020-09-03 15:55:30.907837,0 days 00:00:03.880131,dart,,4.021435803643446,70,70,100,90,1.0,COMPLETE
254,254,0.06593886952132123,2020-09-03 15:55:30.913384,2020-09-03 15:55:35.573850,0 days 00:00:04.660466,dart,,2.124711521325671,70,70,110,90,1.0,COMPLETE
255,255,0.44108978023396395,2020-09-03 15:55:35.578263,2020-09-03 15:55:52.927381,0 days 00:00:17.349118,dart,,0.10992337548886352,72,70,130,95,1.0,COMPLETE
256,256,0.08239897817104785,2020-09-03 15:55:52.936359,2020-09-03 15:55:57.022855,0 days 00:00:04.086496,dart,,5.472076030712337,71,70,130,95,1.0,COMPLETE
257,257,0.4433482003685336,2020-09-03 15:55:57.027721,2020-09-03 15:56:16.324687,0 days 00:00:19.296966,dart,,0.23239923745669544,65,70,120,95,1.0,COMPLETE
258,258,0.4195023256163447,2020-09-03 15:56:16.339374,2020-09-03 15:56:40.594168,0 days 00:00:24.254794,dart,,0.21763673796657806,65,70,140,95,1.0,COMPLETE
259,259,0.09435346467173322,2020-09-03 15:56:40.599650,2020-09-03 15:56:46.308758,0 days 00:00:05.709108,dart,,2.04650812795843,69,70,120,95,1.0,COMPLETE
260,260,0.0815548893286758,2020-09-03 15:56:46.314120,2020-09-03 15:56:50.686012,0 days 00:00:04.371892,dart,,3.282796036548966,63,65,150,95,1.0,COMPLETE
261,261,0.4360452744765138,2020-09-03 15:56:50.689458,2020-09-03 15:57:09.586966,0 days 00:00:18.897508,dart,,0.2545644265524883,67,70,120,95,1.0,COMPLETE
262,262,0.07350769409208913,2020-09-03 15:57:09.590060,2020-09-03 15:57:13.333421,0 days 00:00:03.743361,dart,,22.48721440825577,65,70,160,95,1.0,COMPLETE
263,263,0.4357226515756496,2020-09-03 15:57:13.347618,2020-09-03 15:57:32.850162,0 days 00:00:19.502544,dart,,0.15018457803494847,68,65,130,95,1.0,COMPLETE
264,264,0.07860919205734784,2020-09-03 15:57:32.853812,2020-09-03 15:57:37.224525,0 days 00:00:04.370713,dart,,4.291907723022374,61,65,130,95,1.0,COMPLETE
265,265,0.07555656772219792,2020-09-03 15:57:37.232446,2020-09-03 15:57:44.801316,0 days 00:00:07.568870,dart,,2.067177519370755,67,60,150,95,1.0,COMPLETE
266,266,0.10379684413991364,2020-09-03 15:57:44.805482,2020-09-03 15:57:49.558894,0 days 00:00:04.753412,dart,,6.671058360303925,68,65,120,95,1.0,COMPLETE
267,267,0.06815591631212232,2020-09-03 15:57:49.564688,2020-09-03 15:57:55.379709,0 days 00:00:05.815021,dart,,2.1924414395275433,63,70,130,95,1.0,COMPLETE
268,268,0.07141511810350401,2020-09-03 15:57:55.384547,2020-09-03 15:57:59.690026,0 days 00:00:04.305479,dart,,4.318378832471151,66,60,140,95,1.0,COMPLETE
269,269,0.11163178190365985,2020-09-03 15:57:59.693492,2020-09-03 15:58:05.967984,0 days 00:00:06.274492,dart,,1.9060085580891983,71,65,120,95,1.0,COMPLETE
270,270,0.4436711288643137,2020-09-03 15:58:05.976895,2020-09-03 15:58:22.191355,0 days 00:00:16.214460,dart,,0.18096644096396444,68,70,110,95,1.0,COMPLETE
271,271,0.42382173162201786,2020-09-03 15:58:22.200540,2020-09-03 15:58:39.070379,0 days 00:00:16.869839,dart,,0.288322055795064,65,70,110,95,0.9500000000000001,COMPLETE
272,272,0.4261523459124015,2020-09-03 15:58:39.079339,2020-09-03 15:58:56.010020,0 days 00:00:16.930681,dart,,0.1373000527946055,68,70,120,95,0.9,COMPLETE
273,273,0.06051362135492975,2020-09-03 15:58:56.018943,2020-09-03 15:59:00.312246,0 days 00:00:04.293303,dart,,3.493743623128033,73,65,110,95,1.0,COMPLETE
274,274,0.4224861294265677,2020-09-03 15:59:00.321078,2020-09-03 15:59:25.032746,0 days 00:00:24.711668,dart,,0.20844740628360434,67,70,140,100,0.9500000000000001,COMPLETE
275,275,0.10316562981913498,2020-09-03 15:59:25.037243,2020-09-03 15:59:28.782812,0 days 00:00:03.745569,dart,,5.753244439479242,64,65,130,95,0.9,COMPLETE
276,276,0.13296173176243845,2020-09-03 15:59:28.786955,2020-09-03 15:59:34.457204,0 days 00:00:05.670249,dart,,1.9306997762325404,72,55,110,100,0.9500000000000001,COMPLETE
277,277,0.44401674998581575,2020-09-03 15:59:34.462549,2020-09-03 15:59:54.854715,0 days 00:00:20.392166,dart,,0.20650869772643918,62,70,130,95,0.9500000000000001,COMPLETE
278,278,0.08810246716628425,2020-09-03 15:59:54.858598,2020-09-03 15:59:59.477808,0 days 00:00:04.619210,dart,,3.354652518855834,61,60,150,95,0.9500000000000001,COMPLETE
279,279,0.4361503882835354,2020-09-03 15:59:59.481386,2020-09-03 16:00:20.744435,0 days 00:00:21.263049,dart,,0.14547741805533623,59,70,130,100,1.0,COMPLETE
280,280,0.08800100296889099,2020-09-03 16:00:20.751302,2020-09-03 16:00:27.237292,0 days 00:00:06.485990,dart,,1.9849654531459249,58,70,130,100,1.0,COMPLETE
281,281,0.07984725216964662,2020-09-03 16:00:27.243831,2020-09-03 16:00:32.130744,0 days 00:00:04.886913,dart,,4.731799639148267,60,65,140,100,1.0,COMPLETE
282,282,0.10492096161300195,2020-09-03 16:00:32.140846,2020-09-03 16:00:40.865964,0 days 00:00:08.725118,dart,,1.7929743858710554,63,70,170,100,1.0,COMPLETE
283,283,0.42919075272053425,2020-09-03 16:00:40.872326,2020-09-03 16:01:01.382167,0 days 00:00:20.509841,dart,,0.2462153083171273,59,65,120,100,1.0,COMPLETE
284,284,0.42746968181540385,2020-09-03 16:01:01.387115,2020-09-03 16:01:19.178776,0 days 00:00:17.791661,dart,,0.1094959742226848,62,70,120,100,0.9500000000000001,COMPLETE
285,285,0.10687616731321584,2020-09-03 16:01:19.186617,2020-09-03 16:01:23.703325,0 days 00:00:04.516708,dart,,7.266728602634966,64,65,160,40,1.0,COMPLETE
286,286,0.4363947741650889,2020-09-03 16:01:23.707027,2020-09-03 16:01:45.560755,0 days 00:00:21.853728,dart,,0.16213982524368792,69,70,130,100,0.9500000000000001,COMPLETE
287,287,0.11200439275832068,2020-09-03 16:01:45.567523,2020-09-03 16:01:50.182645,0 days 00:00:04.615122,dart,,3.5419258586493165,81,70,130,95,0.9500000000000001,COMPLETE
288,288,0.0867408240810622,2020-09-03 16:01:50.190254,2020-09-03 16:01:53.932170,0 days 00:00:03.741916,dart,,64.30391064104182,70,70,140,100,1.0,COMPLETE
289,289,0.07371143518976202,2020-09-03 16:01:53.936291,2020-09-03 16:01:59.859912,0 days 00:00:05.923621,dart,,1.996813234490069,69,65,150,95,0.9500000000000001,COMPLETE
