,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/2484/explore-europe/credits'],"[""Children's Game"", 'Educational', 'Racing', 'Travel']","['Dice Rolling', 'Point to Point Movement', 'Roll / Spin and Move']","['Continents: Europe', 'Journey Through']"
1,['https://boardgamegeek.com/boardgame/6447/time-control/credits'],"['Real-time', 'Science Fiction']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection']",['Theme: Time Travel']
2,['https://boardgamegeek.com/boardgame/12746/dreidel/credits'],['Religious'],['Betting and Bluffing'],[]
3,['https://boardgamegeek.com/boardgame/3122/doctor-who-collectible-card-game/credits'],"['Card Game', 'Collectible Components', 'Movies / TV / Radio theme']",[],"['CCGs (Collectible Card Games)', 'Theme: Time Travel', 'TV Series: Doctor Who']"
4,['https://boardgamegeek.com/boardgame/115793/big-bang-theory-fact-or-fiction-game/credits'],"['Movies / TV / Radio theme', 'Trivia']","['Rock-Paper-Scissors', 'Roll / Spin and Move', 'Set Collection']",['TV Series: The Big Bang Theory']
5,['https://boardgamegeek.com/boardgame/21239/rocketville/credits'],"['Political', 'Science Fiction']","['Auction/Bidding', 'Hand Management', 'Point to Point Movement']",[]
6,['https://boardgamegeek.com/boardgame/5457/dread-pirate/credits'],['Pirates'],"['Roll / Spin and Move', 'Trading']",[]
7,['https://boardgamegeek.com/boardgame/8784/po-ke-no/credits'],"['Card Game', 'Number']","['Betting and Bluffing', 'Set Collection']","['Series: Senior (Cadaco)', 'Traditional Card Games: Poker']"
8,['https://boardgamegeek.com/boardgame/6749/busen-memo/credits'],"['Mature / Adult', 'Memory']","['Memory', 'Set Collection']",[]
9,['https://boardgamegeek.com/boardgame/8039/trivial-pursuit-dvd-pop-culture-game/credits'],"['Electronic', 'Movies / TV / Radio theme', 'Party Game', 'Trivia']",['Roll / Spin and Move'],"['Components: DVDs', 'Game: Trivial Pursuit']"
10,['https://boardgamegeek.com/boardgame/3845/yahtzee-jr/credits'],"[""Children's Game"", 'Comic Book / Strip', 'Dice', 'Movies / TV / Radio theme']","['Dice Rolling', 'Set Collection']","['Game: Yahtzee', 'Traditional Dice Games: Yacht', 'Animals: Mice', 'Brands: Disney', 'Characters: 101 Dalmatians', 'Characters: Benjamin the Elephant', 'Comic Books: Marvel Universe', 'Comic Books: Teenage Mutant Ninja Turtles', 'Comic Strips: Rupert Bear', 'Comic Strips: Spike and Suzy', 'Kniffel', 'Movies: Star Wars', 'Movies: Toy Story', 'Pokémon', 'Theme: Superheroes', 'TV Series: Spongebob Squarepants', 'Versions & Editions: Junior Versions of Grown-Up Games']"
11,['https://boardgamegeek.com/boardgame/6898/toss-across/credits'],"['Action / Dexterity', ""Children's Game""]",['Pattern Building'],"['Characters: Hello Kitty', 'n in a row', 'TV Series: The Simpsons']"
