,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/256621/trainsilvania/credits'],"['Adventure', 'Trains', 'Transportation']","['Area Majority / Influence', 'Hand Management', 'Pick-up and Deliver', 'Take That']",['Organizations: Board Games Association of Creators in Spain (LUDO)']
1,['https://boardgamegeek.com/boardgame/162223/mood-x/credits'],"['Humor', 'Party Game']","['Storytelling', 'Voting']",[]
2,['https://boardgamegeek.com/boardgame/260901/kakerlacula/credits'],"[""Children's Game"", 'Electronic', 'Maze']","['Cooperative Game', 'Push Your Luck', 'Set Collection', 'Simulation']","['Animals: Cockroaches', 'Animals: Insects', 'Creatures: Vampires']"
3,['https://boardgamegeek.com/boardgame/1132/top-secret/credits'],"['Deduction', 'Memory']","['Pick-up and Deliver', 'Secret Unit Deployment']",[]
4,['https://boardgamegeek.com/boardgame/12964/space-station-assault/credits'],"['Card Game', 'Science Fiction', 'Wargame']",['Hand Management'],[]
5,['https://boardgamegeek.com/boardgame/269564/captain-marvel-secret-skrulls/credits'],"['Card Game', 'Comic Book / Strip', 'Deduction', 'Fighting', 'Negotiation']","['Hand Management', 'Player Elimination', 'Take That', 'Team-Based Game', 'Variable Player Powers']","['Comic Books: Marvel Universe', 'Theme: Superheroes']"
6,['https://boardgamegeek.com/boardgame/26920/turkish-checkers/credits'],['Abstract Strategy'],[],"['Mechanic: Combinatorial', 'Traditional Games: Checkers / Draughts']"
7,['https://boardgamegeek.com/boardgame/1616/remember-alamo/credits'],['Wargame'],[],"['History: Texas Revolution', 'Series: Minigames (TSR)']"
8,['https://boardgamegeek.com/boardgame/179320/high-command-rapid-engagement/credits'],[],"['Deck, Bag, and Pool Building']",['Series: High Command (Privateer Press)']
9,['https://boardgamegeek.com/boardgame/2609/das-storrische-muli/credits'],"['Dice', 'Racing']",['Roll / Spin and Move'],[]
10,['https://boardgamegeek.com/boardgame/139374/dtc/credits'],"['Bluffing', 'Card Game']",['Betting and Bluffing'],[]
11,['https://boardgamegeek.com/boardgame/215065/75-gnom-street/credits'],"['Bluffing', 'Deduction']","['Area Majority / Influence', 'Hand Management', 'Variable Phase Order']",[]
12,['https://boardgamegeek.com/boardgame/180570/undercover/credits'],"['Deduction', 'Memory', 'Spies/Secret Agents']","['Memory', 'Pattern Building', 'Tile Placement']",[]
13,['https://boardgamegeek.com/boardgame/8981/anagram-ingenious-game-juggling-words/credits'],"['Party Game', 'Word Game']",[],[]
14,['https://boardgamegeek.com/boardgame/257725/bingolino/credits'],[],[],"['Admin: Better Description Needed!', 'Traditional Games: Bingo']"
15,['https://boardgamegeek.com/boardgame/15110/partners/credits'],"['Card Game', 'Party Game', 'Racing']",['Team-Based Game'],['Traditional Games: Pachisi / Ludo']
