,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/93044/tohuwabohu/credits'],['Action / Dexterity'],[],[]
1,['https://boardgamegeek.com/boardgame/179561/black-stories-das-verhor/credits'],['Murder/Mystery'],['Storytelling'],['Game: Black Stories']
2,['https://boardgamegeek.com/boardgame/24069/jogo-dos-conquistadores/credits'],"['Exploration', 'Wargame']","['Area Movement', 'Dice Rolling', 'Variable Phase Order']",[]
3,['https://boardgamegeek.com/boardgame/209578/little-bird-big-hunger/credits'],"['Animals', ""Children's Game"", 'Dice']","['Dice Rolling', 'Set Collection']","['Animals: Birds', 'Series: Mitbringspiele S (HABA)']"
4,['https://boardgamegeek.com/boardgame/11446/la-ruta-del-tesoro/credits'],"['Economic', 'Negotiation']","['Roll / Spin and Move', 'Set Collection', 'Trading']",['Monopoly']
5,['https://boardgamegeek.com/boardgame/70488/globall/credits'],"['Bluffing', 'Sports']",['Betting and Bluffing'],['Sports: Football / Soccer']
6,['https://boardgamegeek.com/boardgame/122069/land-enin/credits'],"['Adventure', 'Dice', 'Fantasy', 'Fighting', 'Print & Play']","['Dice Rolling', 'Push Your Luck', 'Roll / Spin and Move']",['Players: Solitaire Only Games']
7,['https://boardgamegeek.com/boardgame/37376/gem-dealer/credits'],['Card Game'],"['Auction/Bidding', 'Hand Management', 'Set Collection']",['Series: Bookshelf (Gryphon Games)']
8,['https://boardgamegeek.com/boardgame/68743/jin-li/credits'],"['Abstract Strategy', 'Animals']","['Grid Movement', 'Tile Placement']","['Animals: Fish / Fishes', 'Mechanic: Combinatorial']"
9,['https://boardgamegeek.com/boardgame/244203/red-panda/credits'],"['Animals', 'Card Game', 'Party Game']",[],[]
10,['https://boardgamegeek.com/boardgame/198634/mobi/credits'],"['Educational', 'Math']","['Pattern Building', 'Tile Placement']",[]
11,['https://boardgamegeek.com/boardgame/16500/highland-clans/credits'],"['Medieval', 'Territory Building']",['Tile Placement'],['Country: Scotland']
12,['https://boardgamegeek.com/boardgame/153372/nichtlustig-fakalini/credits'],['Dice'],['Dice Rolling'],"['Admin: Better Description Needed!', 'Nichtlustig']"
13,['https://boardgamegeek.com/boardgame/93577/rocket-jockey/credits'],"['Card Game', 'Science Fiction']","['Hand Management', 'Pick-up and Deliver', 'Set Collection']",['Admin: Better Description Needed!']
14,['https://boardgamegeek.com/boardgame/3657/redemption-city-bondage/credits'],"['Fighting', 'Religious']","['Roll / Spin and Move', 'Variable Player Powers']",[]
15,['https://boardgamegeek.com/boardgame/36332/field-command-singapore-1942/credits'],"['Wargame', 'World War II']","['Area Movement', 'Dice Rolling']","['Cities: Singapore (Singapore)', 'Continents: Asia', 'Country: Singapore']"
16,['https://boardgamegeek.com/boardgame/5724/great-patriotic-war-nazi-germany-vs-soviet-union/credits'],"['Wargame', 'World War II']","['Hexagon Grid', 'Simulation']",[]
17,['https://boardgamegeek.com/boardgame/151334/overlords-card-game/credits'],"['Card Game', 'Fantasy', 'Medieval', 'Print & Play']","['Card Drafting', 'Hand Management', 'Memory', 'Set Collection', 'Simultaneous Action Selection']",[]
18,['https://boardgamegeek.com/boardgame/273/africa-1880/credits'],"['Bluffing', 'Exploration', 'Negotiation', 'Political', 'Post-Napoleonic', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Player Elimination', 'Simultaneous Action Selection']","['Continents: Africa', 'Diplomacy']"
19,['https://boardgamegeek.com/boardgame/59226/beugro/credits'],"['Movies / TV / Radio theme', 'Party Game']",['Acting'],[]
