,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/10245/bloody-omaha-d-day-1944/credits'],"['Wargame', 'World War II']","['Hexagon Grid', 'Secret Unit Deployment', 'Simulation']","['Country: France', 'Series: Advanced Tobruk System (Critical Hit)']"
1,['https://boardgamegeek.com/boardgame/103830/morelli/credits'],['Abstract Strategy'],"['Grid Movement', 'Pattern Building']","['Mechanic: Combinatorial', 'nestorbooster', 'Players: Two Player Only Games']"
2,['https://boardgamegeek.com/boardgame/183360/legends-draxia/credits'],"['Card Game', 'Fantasy']","['Card Drafting', 'Push Your Luck', 'Set Collection']",['Crowdfunding: Kickstarter']
3,['https://boardgamegeek.com/boardgame/209714/splatter-shoot/credits'],"['Action / Dexterity', 'Card Game', 'Fighting', 'Humor', 'Miniatures', 'Party Game', 'Wargame']","['Area Movement', 'Cooperative Game', 'Push Your Luck', 'Simulation', 'Take That']",[]
4,['https://boardgamegeek.com/boardgame/270677/knaster/credits'],['Dice'],"['Dice Rolling', 'Pattern Building']","['Mechanic: Roll-and-write', 'Players: Games with Solitaire Rules', 'Series: NSV Middys (Nürnberger Spielkartenverlag)']"
5,['https://boardgamegeek.com/boardgame/15000/word-basket/credits'],"['Action / Dexterity', 'Card Game', 'Word Game']",[],[]
6,['https://boardgamegeek.com/boardgame/39426/kursk-south-flank-pazner-grenadier-game/credits'],"['Wargame', 'World War II']",['Hexagon Grid'],['Series: Panzer Grenadier (Avalanche)']
7,['https://boardgamegeek.com/boardgame/204577/sponsio/credits'],['Card Game'],"['Betting and Bluffing', 'Hand Management', 'Trick-taking']",['Theme: Gladiators']
8,['https://boardgamegeek.com/boardgame/257204/zura/credits'],"['Card Game', 'Fantasy']","['Hand Management', 'Set Collection', 'Variable Player Powers']",[]
9,['https://boardgamegeek.com/boardgame/150605/candy-chaser/credits'],['Bluffing'],"['Dice Rolling', 'Player Elimination']","['Series: Mini Games (IELLO)', 'Theme: Food / Cooking']"
10,['https://boardgamegeek.com/boardgame/256701/fluff/credits'],"['Bluffing', 'Dice', 'Party Game']","['Auction/Bidding', 'Betting and Bluffing', 'Dice Rolling', 'Player Elimination', 'Push Your Luck']",['Game: Bananagrams']
11,['https://boardgamegeek.com/boardgame/95756/pick-n-choose/credits'],"['Action / Dexterity', 'Party Game', 'Trivia']","['Acting', 'Paper-and-Pencil', 'Singing']",['Components: Play Dough / Modeling Clay']
12,['https://boardgamegeek.com/boardgame/217581/kronia/credits'],"['Ancient', 'Fantasy', 'Humor', 'Mythology']","['Auction/Bidding', 'Hand Management', 'Set Collection']",[]
13,['https://boardgamegeek.com/boardgame/264948/lander/credits'],"['Economic', 'Exploration', 'Negotiation', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Area Majority / Influence', 'Hand Management', 'Modular Board', 'Take That', 'Tile Placement', 'Trading', 'Variable Player Powers']","['Admin: Unreleased Games', 'Crowdfunding: Kickstarter']"
14,['https://boardgamegeek.com/boardgame/5065/fubi/credits'],"['Action / Dexterity', 'Sports']",[],['Sports: Football / Soccer']
15,['https://boardgamegeek.com/boardgame/280201/troia/credits'],"['Civilization', 'Fighting', 'Mythology']",['Area Movement'],"['Ancient: Greece', 'History: Trojan War']"
16,['https://boardgamegeek.com/boardgame/618/mlb-showdown/credits'],"['Card Game', 'Collectible Components', 'Sports']",['Dice Rolling'],"['CCGs (Collectible Card Games)', 'Sports: Baseball']"
17,['https://boardgamegeek.com/boardgame/187347/no-honor-among-thieves/credits'],"['Bluffing', 'Card Game', 'Fantasy']","['Action Points', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Take That', 'Team-Based Game']",['Crowdfunding: Kickstarter']
18,['https://boardgamegeek.com/boardgame/151936/paul-koenigs-bulge-6th-panzer-army/credits'],"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",['History: World War II (Battle of the Bulge)']
19,['https://boardgamegeek.com/boardgame/15271/contrario/credits'],"['Party Game', 'Word Game']",[],[]
20,['https://boardgamegeek.com/boardgame/169368/arbos-apfel/credits'],"['Action / Dexterity', ""Children's Game"", 'Party Game']",[],[]
21,['https://boardgamegeek.com/boardgame/21703/mana/credits'],['Abstract Strategy'],['Grid Movement'],[]
