,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/7811/stranded/credits'],['Abstract Strategy'],"['Area Majority / Influence', 'Area Movement']",[]
1,['https://boardgamegeek.com/boardgame/104234/sour-apples-apples/credits'],"['Card Game', 'Humor', 'Party Game', 'Word Game']","['Hand Management', 'Simultaneous Action Selection']","['Game: Apples to Apples', 'Judging Games']"
2,['https://boardgamegeek.com/boardgame/88167/apples-apples-family/credits'],"['Card Game', 'Humor', 'Party Game', 'Word Game']","['Hand Management', 'Simultaneous Action Selection']","['Game: Apples to Apples', 'Judging Games']"
3,['https://boardgamegeek.com/boardgame/65559/take-cake/credits'],"[""Children's Game""]",['Pattern Recognition'],['Theme: Food / Cooking']
4,['https://boardgamegeek.com/boardgame/40656/catch-mice/credits'],"['Animals', ""Children's Game"", 'Dice']","['Dice Rolling', 'Push Your Luck']","['Animals: Bears', 'Animals: Cats', 'Animals: Mice']"
5,['https://boardgamegeek.com/boardgame/183481/rackare/credits'],"['Card Game', 'Humor', 'Mature / Adult', 'Party Game', 'Print & Play']","['Hand Management', 'Simultaneous Action Selection']","['Crowdfunding: Kickstarter', 'Game: Cards Against Humanity']"
6,['https://boardgamegeek.com/boardgame/27674/nacho-loco/credits'],['Card Game'],['Tile Placement'],[]
7,['https://boardgamegeek.com/boardgame/2390/race-riches/credits'],"[""Children's Game"", 'Dice']","['Commodity Speculation', 'Stock Holding']",['Admin: Better Description Needed!']
8,['https://boardgamegeek.com/boardgame/191657/dr-gomb/credits'],"['Abstract Strategy', 'Card Game']","['Hand Management', 'Memory', 'Set Collection']",[]
9,['https://boardgamegeek.com/boardgame/183478/ciao/credits'],['Card Game'],['Hand Management'],[]
10,['https://boardgamegeek.com/boardgame/32742/bookchase/credits'],"['Memory', 'Trivia']","['Dice Rolling', 'Roll / Spin and Move', 'Trading']","['Promotional: Promo Board Games', 'Theme: Books / Libraries']"
11,['https://boardgamegeek.com/boardgame/35312/repeat-pete/credits'],['Humor'],"['Acting', 'Real-Time']",[]
12,['https://boardgamegeek.com/boardgame/29939/animal-express/credits'],"['Animals', ""Children's Game"", 'Racing']","['Betting and Bluffing', 'Card Drafting', 'Set Collection']",[]
13,['https://boardgamegeek.com/boardgame/127048/penny-arcade-paint-line-ecg-red-tide/credits'],"['Dice', 'Fighting', 'Humor', 'Sports', 'Video Game Theme']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Rock-Paper-Scissors']","['Crowdfunding: Kickstarter', 'Penny Arcade']"
14,['https://boardgamegeek.com/boardgame/4614/touch/credits'],"['Action / Dexterity', ""Children's Game"", 'Educational', 'Electronic', 'Memory', 'Negotiation', 'Party Game']","['Line Drawing', 'Memory', 'Pattern Building', 'Set Collection']",[]
15,['https://boardgamegeek.com/boardgame/214276/bounce-rock-n-rollz/credits'],"['Action / Dexterity', 'Party Game']",['Pattern Building'],['Game: Bounce-Off']
16,['https://boardgamegeek.com/boardgame/270501/kawaii/credits'],"['Card Game', 'Real-time']",['Push Your Luck'],['Series: Pocket Games (Helvetiq)']
17,['https://boardgamegeek.com/boardgame/18399/fan-tan/credits'],['Card Game'],['Hand Management'],"['Brands: Disney', 'Card Games: Shedding / Stops', 'Components: Traditional Playing Cards']"
18,['https://boardgamegeek.com/boardgame/2401/globetrotters/credits'],['Transportation'],"['Roll / Spin and Move', 'Set Collection']",[]
19,['https://boardgamegeek.com/boardgame/7651/europe-war/credits'],"['Economic', 'Wargame', 'World War II']","['Area Movement', 'Dice Rolling', 'Stat Check Resolution', 'Team-Based Game']",['Continents: Europe']
