,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/8703/ardennes-offensive-battle-bulge-december-1944/credits'],"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']","['Admin: Better Description Needed!', 'Country: Belgium', 'Country: Germany', 'History: World War II (Battle of the Bulge)']"
1,['https://boardgamegeek.com/boardgame/1028/kraut-ruben/credits'],['Farming'],['Tile Placement'],['Theme: Gardening']
2,['https://boardgamegeek.com/boardgame/73091/momentum/credits'],"['Abstract Strategy', 'Print & Play']",['Tile Placement'],['Mechanic: Combinatorial']
3,['https://boardgamegeek.com/boardgame/261982/combo-fighter-vs-pack-1/credits'],"['Bluffing', 'Fighting', 'Video Game Theme']","['Hand Management', 'Rock-Paper-Scissors', 'Simultaneous Action Selection', 'Variable Player Powers']",['Game: Combo Fighter']
4,['https://boardgamegeek.com/boardgame/1263/knatsch/credits'],"['Card Game', 'Dice', 'Fighting', 'Medieval']","['Card Drafting', 'Dice Rolling', 'Set Collection']",['Knights / Knatsch']
5,['https://boardgamegeek.com/boardgame/17464/blood-noble-men-alamo/credits'],"['Post-Napoleonic', 'Wargame']","['Area Movement', 'Dice Rolling', 'Secret Unit Deployment', 'Simulation']","['Components: Block wargames', 'History: Texas Revolution']"
6,['https://boardgamegeek.com/boardgame/201026/warlords/credits'],"['Action / Dexterity', 'Dice', 'Fantasy', 'Party Game']","['Dice Rolling', 'Take That']",['Mechanic: Finger Flicking Games']
7,['https://boardgamegeek.com/boardgame/6611/battlelines-stalingrad-campaign/credits'],"['Card Game', 'Wargame', 'World War II']","['Action Points', 'Campaign / Battle Card Driven', 'Hand Management', 'Point to Point Movement']","['Containers: Video Tape Boxes', 'Country: Russia']"
8,['https://boardgamegeek.com/boardgame/202723/bogey/credits'],"['Card Game', 'Print & Play']","['Hand Management', 'Solo / Solitaire Game']","['Components: Traditional Playing Cards', 'Contests: Solitaire Print & Play', 'Players: Solitaire Only Games']"
9,['https://boardgamegeek.com/boardgame/6487/fantasy-warriors/credits'],"['Fantasy', 'Miniatures', 'Wargame']",['Dice Rolling'],[]
10,['https://boardgamegeek.com/boardgame/128388/librium/credits'],['Action / Dexterity'],['Tile Placement'],[]
11,['https://boardgamegeek.com/boardgame/85467/anno-domini-im-osten/credits'],"['Bluffing', 'Card Game', 'Educational', 'Party Game', 'Trivia']",[],['Game: Anno Domini']
12,['https://boardgamegeek.com/boardgame/254639/alakazum-witches-and-traditions/credits'],"['Card Game', 'Dice', 'Fantasy', 'Fighting']","['Dice Rolling', 'Hand Management', 'Set Collection']",['Theme: Witches']
13,['https://boardgamegeek.com/boardgame/34419/kheops/credits'],"['Ancient', 'Maze']","['Area Majority / Influence', 'Tile Placement']",[]
14,['https://boardgamegeek.com/boardgame/270680/cruel-seas-starter-set/credits'],"['Miniatures', 'Nautical', 'Wargame', 'World War II']","['Action Points', 'Chit-Pull System', 'Dice Rolling', 'Movement Template', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']",['Game: Cruel Seas']
15,['https://boardgamegeek.com/boardgame/276/la-guerre-de-lempereur/credits'],"['Economic', 'Napoleonic', 'Negotiation', 'Wargame']","['Area-Impulse', 'Simulation', 'Variable Player Powers']",[]
16,['https://boardgamegeek.com/boardgame/4650/across-board/credits'],"['Animals', 'Dice', 'Racing', 'Sports']","['Auction/Bidding', 'Betting and Bluffing']",['Sports: Horse Racing']
17,['https://boardgamegeek.com/boardgame/17939/18us/credits'],"['Economic', 'Trains']","['Modular Board', 'Network and Route Building', 'Stock Holding', 'Tile Placement']",['Series: 18xx']
18,['https://boardgamegeek.com/boardgame/111142/zombie-town/credits'],"['Card Game', 'Zombies']",['Card Drafting'],['Creatures: Zombies']
19,['https://boardgamegeek.com/boardgame/269970/quiztopia/credits'],"['Party Game', 'Trivia']",['Cooperative Game'],[]
20,['https://boardgamegeek.com/boardgame/18588/les-fils-de-samarande/credits'],"['Arabian', 'City Building']","['Action Points', 'Set Collection']",[]
21,['https://boardgamegeek.com/boardgame/68340/tell-tale/credits'],['Card Game'],['Storytelling'],[]
22,['https://boardgamegeek.com/boardgame/14012/boing/credits'],"['Action / Dexterity', ""Children's Game""]",[],['Components: Marbles']
23,['https://boardgamegeek.com/boardgame/5728/grand-siecle/credits'],"['Age of Reason', 'Economic', 'Political', 'Wargame']",['Area Movement'],"['History: Age of Kings', 'History: Franco-Dutch War', 'History: Nine Years War', 'History: Seven Years War', 'History: War of Austrian Succession', 'History: War of Devolution', 'History: War of the Polish Succession', 'History: War of the Spanish Succession']"
24,['https://boardgamegeek.com/boardgame/3947/cannibal-pygmies-jungle-doom/credits'],"['Adventure', 'Card Game', 'Fighting', 'Horror', 'Humor']","['Hand Management', 'Variable Player Powers']",['Series: B-Movies (Z-Man)']
25,['https://boardgamegeek.com/boardgame/270513/dekalko/credits'],"['Humor', 'Party Game', 'Real-time']","['Line Drawing', 'Paper-and-Pencil']",[]
26,['https://boardgamegeek.com/boardgame/234299/lotry/credits'],"['Card Game', 'Economic']","['Card Drafting', 'Hand Management', 'Take That']",[]
27,['https://boardgamegeek.com/boardgame/1627/xxxenophile/credits'],"['Bluffing', 'Card Game', 'Collectible Components', 'Comic Book / Strip', 'Fantasy', 'Mature / Adult', 'Party Game', 'Science Fiction']","['Betting and Bluffing', 'Set Collection']",['CCGs (Collectible Card Games)']
28,['https://boardgamegeek.com/boardgame/98046/sake-samurai/credits'],"['Card Game', 'Fighting', 'Humor', 'Medieval', 'Party Game']","['Card Drafting', 'Hand Management']","['Country: Japan', 'Theme: Samurai']"
29,['https://boardgamegeek.com/boardgame/117992/shrimp/credits'],"['Card Game', ""Children's Game""]",['Pattern Recognition'],[]
30,['https://boardgamegeek.com/boardgame/256957/monkey-temple/credits'],"['Card Game', 'Negotiation', 'Party Game']","['Cooperative Game', 'Voting']",['Animals: Apes / Monkeys']
31,['https://boardgamegeek.com/boardgame/201510/gadgeteers/credits'],"['Bluffing', 'Industry / Manufacturing']","['Betting and Bluffing', 'Set Collection', 'Variable Player Powers']",['Crowdfunding: Kickstarter']
