,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/15396/linkity/credits'],['Word Game'],[],[]
1,['https://boardgamegeek.com/boardgame/19530/toot-and-otto/credits'],"['Abstract Strategy', ""Children's Game""]","['Pattern Building', 'Pattern Recognition']",[]
2,['https://boardgamegeek.com/boardgame/116596/fruit-ninja-card-game/credits'],"['Card Game', ""Children's Game"", 'Video Game Theme']",['Push Your Luck'],"['Theme: Ninjas', 'Video Game Theme: Fruit Ninja']"
3,['https://boardgamegeek.com/boardgame/174927/masterline/credits'],"['Abstract Strategy', 'Card Game']","['Line Drawing', 'Modular Board', 'Tile Placement']",[]
4,['https://boardgamegeek.com/boardgame/19957/blitz/credits'],"['Card Game', 'Party Game']",['Set Collection'],"['Card Games: Draw and Discard', 'Card Games: Exchange', 'Components: Traditional Playing Cards']"
5,['https://boardgamegeek.com/boardgame/40559/trivial-pursuit-family/credits'],"[""Children's Game"", 'Party Game', 'Trivia']",['Roll / Spin and Move'],['Game: Trivial Pursuit']
6,['https://boardgamegeek.com/boardgame/112844/swintus-20/credits'],"['Animals', 'Card Game']",[],['Animals: Pigs']
7,['https://boardgamegeek.com/boardgame/1063/schraumen/credits'],['Card Game'],['Auction/Bidding'],[]
8,['https://boardgamegeek.com/boardgame/1715/od/credits'],['Card Game'],['Betting and Bluffing'],[]
9,['https://boardgamegeek.com/boardgame/16367/pick-dilly/credits'],"['Animals', 'Bluffing']",[],"['Admin: Better Description Needed!', 'Animals: Chickens']"
10,['https://boardgamegeek.com/boardgame/2190/star-trek-card-game/credits'],"['Card Game', 'Collectible Components', 'Movies / TV / Radio theme', 'Science Fiction']",[],"['CCGs (Collectible Card Games)', 'TV Series: Star Trek']"
11,['https://boardgamegeek.com/boardgame/3762/mister-diamond/credits'],"['Action / Dexterity', ""Children's Game"", 'Memory']",['Memory'],[]
12,['https://boardgamegeek.com/boardgame/4561/carrera-de-mente/credits'],"['Party Game', 'Trivia']",['Team-Based Game'],[]
