,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/180939/chimere/credits'],"['Animals', 'Fantasy', 'Medieval', 'Real-time']","['Set Collection', 'Take That', 'Tile Placement', 'Voting']",[]
1,['https://boardgamegeek.com/boardgame/5837/steam-tunnel/credits'],['Abstract Strategy'],['Modular Board'],['Series: Hip Pocket Games']
2,['https://boardgamegeek.com/boardgame/97990/uno-roboto/credits'],"['Card Game', 'Electronic']",['Hand Management'],['Game: UNO']
3,['https://boardgamegeek.com/boardgame/165552/shark-mania/credits'],"['Animals', ""Children's Game"", 'Electronic', 'Pirates', 'Real-time']","['Push Your Luck', 'Roll / Spin and Move']",['Animals: Sharks']
4,['https://boardgamegeek.com/boardgame/232950/dare-dream/credits'],['Card Game'],"['Team-Based Game', 'Time Track', 'Variable Player Powers']","['Crowdfunding: Kickstarter', 'Crowdfunding: Spieleschmiede']"
5,['https://boardgamegeek.com/boardgame/17021/dinosaur-dice/credits'],"[""Children's Game"", 'Dice', 'Prehistoric', 'Racing']","['Dice Rolling', 'Push Your Luck']",['Animals: Dinosaurs']
6,['https://boardgamegeek.com/boardgame/11476/atlanta-campaign/credits'],"['American Civil War', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Simulation']","['Magazine: Strategy & Tactics', 'Series: Blue & Gray']"
7,['https://boardgamegeek.com/boardgame/240423/marvel-contest-champions-battlerealm/credits'],"['Comic Book / Strip', 'Dice', 'Fighting']","['Dice Rolling', 'Player Elimination', 'Push Your Luck', 'Variable Player Powers']","['Admin: Better Description Needed!', 'Comic Books: Marvel Universe', 'Theme: Superheroes']"
8,['https://boardgamegeek.com/boardgame/130185/speedy-recall/credits'],['Card Game'],[],[]
9,['https://boardgamegeek.com/boardgame/93575/double-double-dominoes/credits'],['Abstract Strategy'],['Tile Placement'],"['Admin: Better Description Needed!', 'Traditional Games: Dominoes']"
10,['https://boardgamegeek.com/boardgame/10885/royalists-roundheads-ii/credits'],"['Civil War', 'Pike and Shot', 'Wargame']",['Hexagon Grid'],"['History: English Civil War', 'Royalists & Roundheads System']"
11,['https://boardgamegeek.com/boardgame/37379/netzwerk/credits'],['Transportation'],"['Modular Board', 'Network and Route Building']",[]
