,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/197414/moops-monster-mashup/credits'],"['Card Game', 'Fantasy', 'Fighting', 'Humor']","['Take That', 'Variable Player Powers']",['Game: Munchkin']
1,['https://boardgamegeek.com/boardgame/1649/colonisator-twelve-planets-war/credits'],"['Science Fiction', 'Wargame']",['Hexagon Grid'],[]
2,['https://boardgamegeek.com/boardgame/137780/thematik/credits'],"['Action / Dexterity', 'Card Game', 'Party Game', 'Trivia']",['Hand Management'],['Traditional Games: Categories / Guggenheim']
3,['https://boardgamegeek.com/boardgame/120444/project-pandora-grim-cargo/credits'],"['Exploration', 'Fighting', 'Miniatures', 'Science Fiction']","['Dice Rolling', 'Modular Board']",[]
4,['https://boardgamegeek.com/boardgame/86025/captain-jacks-gold/credits'],"['Card Game', 'Pirates']",['Dice Rolling'],[]
5,['https://boardgamegeek.com/boardgame/200888/med-sirocco/credits'],"['Card Game', 'Nautical', 'Wargame', 'World War II']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Team-Based Game', 'Trick-taking']",[]
6,['https://boardgamegeek.com/boardgame/7683/ronda-magica/credits'],['Abstract Strategy'],"['Pattern Building', 'Tile Placement']",['Series: Edition Perlhuhn / Franckh-Kosmos']
7,['https://boardgamegeek.com/boardgame/1460/earthquake/credits'],['Card Game'],[],[]
8,['https://boardgamegeek.com/boardgame/140861/operation-maccabee/credits'],"['Action / Dexterity', 'Adventure', 'World War II']","['Area Movement', 'Hand Management', 'Hexagon Grid', 'Variable Player Powers']",[]
9,['https://boardgamegeek.com/boardgame/166183/palaces/credits'],['Renaissance'],"['Auction/Bidding', 'Deck, Bag, and Pool Building', 'Hand Management']",['Crowdfunding: Kickstarter']
10,['https://boardgamegeek.com/boardgame/10946/american-civil-war/credits'],"['American Civil War', 'Civil War', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Simulation']",['Magazine: Strategy & Tactics']
11,['https://boardgamegeek.com/boardgame/16355/difference-between-women-men/credits'],['Party Game'],[],[]
12,['https://boardgamegeek.com/boardgame/165417/puerto-diablo/credits'],"['Card Game', 'Negotiation', 'Pirates']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Take That']",['Crowdfunding: Kickstarter']
13,['https://boardgamegeek.com/boardgame/202516/blank-marry-kill/credits'],"['Card Game', 'Party Game']",[],"['Crowdfunding: Kickstarter', 'Judging Games']"
14,['https://boardgamegeek.com/boardgame/116735/oil-war-iran-strikes/credits'],"['Modern Warfare', 'Wargame']",['Hexagon Grid'],"['Country: Iran', 'Country: Qatar', 'Magazine: Modern War']"
15,['https://boardgamegeek.com/boardgame/227316/lost-time/credits'],"['Ancient', 'Card Game', 'Educational', 'Medieval', 'Napoleonic', 'Pike and Shot', 'Post-Napoleonic', 'Renaissance', 'Science Fiction', 'World War I', 'World War II']","['Card Drafting', 'Cooperative Game', 'Hand Management', 'Pattern Building']","['Players: Games with Solitaire Rules', 'Theme: Time Travel']"
16,['https://boardgamegeek.com/boardgame/275284/arkeis/credits'],"['Adventure', 'Ancient', 'Exploration', 'Fantasy']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Legacy Game', 'Modular Board', 'Storytelling', 'Variable Player Powers']","['Admin: Unreleased Games', 'Components: Miniatures', 'Country: Egypt', 'Crowdfunding: Kickstarter', 'Mechanic: Campaign Games', 'Organizations: Forgenext', 'Theme: Archaeology']"
17,['https://boardgamegeek.com/boardgame/14468/blood-iron-bismarcks-wars-empire/credits'],"['Post-Napoleonic', 'Wargame']","['Hexagon Grid', 'Simulation']","['History: Austro-Prussian War', 'History: Franco-Prussian War', 'History: Italian Wars of Independence', 'History: Schleswig Wars']"
18,['https://boardgamegeek.com/boardgame/42685/connect-4x4/credits'],['Abstract Strategy'],['Pattern Building'],"['Game: Connect 4', 'n in a row']"
19,['https://boardgamegeek.com/boardgame/5343/hang-harvey/credits'],"['Action / Dexterity', ""Children's Game"", 'Deduction']","['Enclosure', 'Hand Management', 'Simultaneous Action Selection']",[]
20,['https://boardgamegeek.com/boardgame/274049/nope/credits'],['Card Game'],['Player Elimination'],[]
21,['https://boardgamegeek.com/boardgame/176887/perspective/credits'],"['Card Game', 'Deduction', 'Memory']","['Hand Management', 'Memory', 'Team-Based Game']","['Admin: Better Description Needed!', 'Crowdfunding: Kickstarter']"
22,['https://boardgamegeek.com/boardgame/9913/alesia-52-av-j-c-cesar-contre-vercingetorix/credits'],"['Ancient', 'Wargame']",['Hexagon Grid'],"['Ancient: Rome', 'History: Gallic Wars', 'Magazine: Vae Victis']"
23,['https://boardgamegeek.com/boardgame/288424/blue-banana/credits'],"['Action / Dexterity', 'Card Game', 'Real-time']","['Catch the Leader', 'Pattern Recognition', 'Real-Time']","['Animals: Frogs / Toads', 'Animals: Whales']"
24,['https://boardgamegeek.com/boardgame/1235/yellowstone/credits'],"['Animals', 'Farming']",['Action Points'],"['Animals: Bears', 'Animals: Coyotes', 'Animals: Deer', 'Animals: Sheep']"
25,['https://boardgamegeek.com/boardgame/4196/fantasy-forest/credits'],"[""Children's Game"", 'Fantasy']",['Hand Management'],['Creatures: Unicorns']
26,['https://boardgamegeek.com/boardgame/188753/elemenz/credits'],"[""Children's Game"", 'Dice', 'Fantasy', 'Science Fiction']","['Dice Rolling', 'Player Elimination', 'Push Your Luck', 'Set Collection', 'Variable Player Powers']",[]
27,['https://boardgamegeek.com/boardgame/104798/evening-stable/credits'],"['Animals', ""Children's Game""]",['Cooperative Game'],['Series: My Very First Games (HABA)']
28,['https://boardgamegeek.com/boardgame/173372/hawken-real-time-card-game-sharpshooter-vs-bruiser/credits'],"['Card Game', 'Real-time', 'Science Fiction', 'Video Game Theme']","['Campaign / Battle Card Driven', 'Hand Management', 'Simultaneous Action Selection']",[]
29,['https://boardgamegeek.com/boardgame/41835/minotaurus/credits'],"[""Children's Game"", 'Dice', 'Fantasy', 'Maze', 'Mythology']",['Roll / Spin and Move'],"['Creatures: Minotaurs', 'Creatures: Monsters', 'Series: LEGO Games', 'Toys: LEGO']"
30,['https://boardgamegeek.com/boardgame/5167/rubiks-illusion/credits'],['Abstract Strategy'],['Pattern Building'],"[""Theme: Rubik's Cube""]"
31,['https://boardgamegeek.com/boardgame/165587/dog-cards/credits'],['Card Game'],"['Hand Management', 'Pattern Building']",[]
32,['https://boardgamegeek.com/boardgame/1341/crib-wars/credits'],['Card Game'],[],['Traditional Card Games: Cribbage']
33,['https://boardgamegeek.com/boardgame/213578/ykai-quest/credits'],"['Adventure', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement']","['Crowdfunding: Kickstarter', 'Theme: Chibis']"
34,['https://boardgamegeek.com/boardgame/113066/rr/credits'],"['Abstract Strategy', 'Fantasy']",['Tile Placement'],[]
35,['https://boardgamegeek.com/boardgame/156406/chronicles-dragon-wing/credits'],['Fantasy'],"['Card Drafting', 'Dice Rolling', 'Hexagon Grid', 'Team-Based Game', 'Variable Player Powers']",[]
36,['https://boardgamegeek.com/boardgame/12870/film-frenzy/credits'],['Card Game'],[],['Containers: Video Tape Boxes']
37,['https://boardgamegeek.com/boardgame/112840/mine-shift/credits'],"['Abstract Strategy', 'Maze']","['Modular Board', 'Tile Placement']","['Mensa Select', 'Theme: Mining']"
