,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/47170/tower-mystery/credits'],"['Adventure', 'Fantasy', 'Humor', 'Party Game', 'Puzzle', 'Science Fiction']","['Dice Rolling', 'Memory', 'Pick-up and Deliver', 'Roll / Spin and Move', 'Simultaneous Action Selection', 'Variable Player Powers']",[]
1,['https://boardgamegeek.com/boardgame/9603/emergency-game/credits'],"[""Children's Game"", 'Medical', 'Movies / TV / Radio theme']",['Roll / Spin and Move'],['Theme: Firefighting']
2,['https://boardgamegeek.com/boardgame/2866/london-game/credits'],['Trains'],"['Dice Rolling', 'Point to Point Movement', 'Roll / Spin and Move']","['Cities: London (England)', 'Country: England']"
3,['https://boardgamegeek.com/boardgame/14539/drakskatten/credits'],"['Adventure', 'Fantasy']",['Roll / Spin and Move'],['Creatures: Dragons']
4,['https://boardgamegeek.com/boardgame/3160/holy-war/credits'],"['Science Fiction', 'Wargame']",['Hexagon Grid'],['Series: Microgames (Metagaming)']
5,['https://boardgamegeek.com/boardgame/4117/ruffhouse/credits'],[],['Roll / Spin and Move'],[]
6,['https://boardgamegeek.com/boardgame/8374/monopoly-deluxe-anniversary-edition/credits'],"['Economic', 'Negotiation']","['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']",['Monopoly']
7,['https://boardgamegeek.com/boardgame/113490/yahtzee-flash/credits'],"['Electronic', 'Real-time']","['Push Your Luck', 'Set Collection']",['Game: Yahtzee']
8,['https://boardgamegeek.com/boardgame/214224/clue-star-wars/credits'],"['Deduction', 'Movies / TV / Radio theme']",[],"['Game: Cluedo / Clue (Parker Brothers, et al)', 'Movies: Star Wars']"
9,['https://boardgamegeek.com/boardgame/21095/mage-master/credits'],"['Adventure', 'Exploration', 'Fantasy']",[],[]
10,['https://boardgamegeek.com/boardgame/5051/la-grande-armee-campaigns-napoleon-1805-1815/credits'],"['Napoleonic', 'Wargame']","['Hexagon Grid', 'Simulation']",[]
11,['https://boardgamegeek.com/boardgame/94481/count-your-chickens/credits'],"[""Children's Game""]","['Cooperative Game', 'Set Collection']",['Animals: Chickens']
