,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/3188/bionicle-quest-masks-ccg/credits'],"['Abstract Strategy', 'Adventure', 'Card Game', 'Collectible Components']",['Modular Board'],"['CCGs (Collectible Card Games)', 'Toys: Bionicle', 'Toys: LEGO']"
1,['https://boardgamegeek.com/boardgame/31794/robin-hood/credits'],"['Adventure', 'Fantasy', 'Fighting', 'Medieval', 'Movies / TV / Radio theme', 'Mythology']",['Hexagon Grid'],['Creatures: Monsters']
2,['https://boardgamegeek.com/boardgame/10687/tipsy-tower/credits'],"['Action / Dexterity', ""Children's Game"", 'Dice', 'Party Game']",['Dice Rolling'],['Components: 3-Dimensional (3D)']
3,['https://boardgamegeek.com/boardgame/4345/beer-card-game/credits'],['Card Game'],['Hand Management'],['Theme: Beer']
4,['https://boardgamegeek.com/boardgame/7473/drag-strip/credits'],"['Action / Dexterity', ""Children's Game"", 'Racing']",[],"['Components: 3-Dimensional (3D)', 'Components: Marbles', 'Sports: Auto Racing']"
5,['https://boardgamegeek.com/boardgame/1989/peter-principle-game/credits'],['Humor'],['Roll / Spin and Move'],[]
6,['https://boardgamegeek.com/boardgame/20647/fart/credits'],"['Card Game', 'Party Game']",[],[]
7,['https://boardgamegeek.com/boardgame/10450/clue-jr-case-missing-pet/credits'],"[""Children's Game"", 'Murder/Mystery']","['Paper-and-Pencil', 'Roll / Spin and Move', 'Storytelling']","['Game: Cluedo / Clue (Parker Brothers, et al)']"
8,['https://boardgamegeek.com/boardgame/7693/fussball-bundesliga-das-grosse-geschaft/credits'],['Sports'],"['Dice Rolling', 'Simulation', 'Stock Holding']",['Sports: Football / Soccer']
9,['https://boardgamegeek.com/boardgame/12826/tumblin-monkeys/credits'],"['Action / Dexterity', ""Children's Game""]",['Dice Rolling'],"['Animals: Apes / Monkeys', 'Components: 3-Dimensional (3D)']"
10,['https://boardgamegeek.com/boardgame/12763/block-it/credits'],['Abstract Strategy'],['Pattern Building'],[]
11,['https://boardgamegeek.com/boardgame/10462/battle-sexes/credits'],"['Party Game', 'Trivia']","['Commodity Speculation', 'Cooperative Game', 'Roll / Spin and Move', 'Team-Based Game']",[]
12,['https://boardgamegeek.com/boardgame/170954/stinky-pig-game/credits'],"['Animals', ""Children's Game"", 'Humor', 'Real-time']",['Dice Rolling'],['Animals: Pigs']
13,['https://boardgamegeek.com/boardgame/46586/ratuki/credits'],"['Card Game', 'Real-time']","['Hand Management', 'Pattern Building', 'Set Collection']",['Ligretto']
14,['https://boardgamegeek.com/boardgame/29582/stoplights/credits'],"['Abstract Strategy', 'Card Game', 'Educational']",['Pattern Building'],['Series: Tin Box (Gryphon Games)']
15,['https://boardgamegeek.com/boardgame/8081/cat-hat-game/credits'],"[""Children's Game"", 'Memory', 'Novel-based']",['Memory'],"['Animals: Cats', 'Authors: Dr. Seuss']"
16,['https://boardgamegeek.com/boardgame/198059/twist-fate/credits'],"['Card Game', 'Educational', 'Novel-based']","['Hand Management', 'Take That']",[]
17,['https://boardgamegeek.com/boardgame/193488/airlines/credits'],['Aviation / Flight'],"['Hand Management', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Set Collection']","['Admin: Unreleased Games', 'Crowdfunding: Kickstarter']"
18,['https://boardgamegeek.com/boardgame/16428/mr-bucket/credits'],"['Action / Dexterity', ""Children's Game"", 'Electronic']",['Simultaneous Action Selection'],[]
19,['https://boardgamegeek.com/boardgame/1865/astrotime/credits'],['Party Game'],[],['Theme: Astrology']
20,['https://boardgamegeek.com/boardgame/46745/lava-dragon/credits'],"[""Children's Game"", 'Fantasy', 'Racing']",['Dice Rolling'],"['Creatures: Dragons', 'Series: LEGO Games', 'Toys: LEGO']"
21,['https://boardgamegeek.com/boardgame/12309/austin-powers-ccg/credits'],"['Card Game', 'Collectible Components', 'Humor', 'Movies / TV / Radio theme', 'Spies/Secret Agents']",[],"['CCGs (Collectible Card Games)', 'Movies: Austin Powers']"
22,['https://boardgamegeek.com/boardgame/6122/star-wars-escape-death-star-action-figure-game/credits'],"['Dice', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']","['Dice Rolling', 'Roll / Spin and Move', 'Secret Unit Deployment', 'Simultaneous Action Selection', 'Tile Placement']",['Movies: Star Wars']
23,['https://boardgamegeek.com/boardgame/1938/xxl/credits'],"['Card Game', 'Number']","['Card Drafting', 'Hand Management', 'Set Collection', 'Trick-taking']",[]
24,['https://boardgamegeek.com/boardgame/110962/shadow-days/credits'],"['Card Game', 'Fantasy']",['Hand Management'],"['Admin: Better Description Needed!', 'Crowdfunding: Kickstarter']"
25,['https://boardgamegeek.com/boardgame/34902/rock/credits'],['Card Game'],['Rock-Paper-Scissors'],[]
26,['https://boardgamegeek.com/boardgame/15046/monopoly-star-wars-saga-edition/credits'],"['Economic', 'Movies / TV / Radio theme', 'Negotiation']","['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']","['Admin: Better Description Needed!', 'Monopoly', 'Movies: Star Wars']"
27,['https://boardgamegeek.com/boardgame/131914/kings-bounty/credits'],"['Adventure', 'Card Game', 'Fantasy', 'Video Game Theme']","['Hand Management', 'Variable Player Powers']",[]
28,['https://boardgamegeek.com/boardgame/19083/fuzztoons/credits'],"['Card Game', 'Comic Book / Strip', 'Fantasy', 'Humor']","['Dice Rolling', 'Role Playing', 'Variable Player Powers']",[]
29,['https://boardgamegeek.com/boardgame/21835/mont-saint-michel/credits'],"[""Children's Game"", 'Deduction']",[],"['Country: France', 'Region: Normandy (France)']"
30,['https://boardgamegeek.com/boardgame/57215/googly-eyes/credits'],"['Humor', 'Party Game']","['Acting', 'Dice Rolling', 'Line Drawing', 'Roll / Spin and Move', 'Team-Based Game', 'Voting']",[]
