,url,category,mechanic,family
0,['https://boardgamegeek.com/boardgame/4280/starleader-assault-futuristic-man-man-combat-game/credits'],"['Science Fiction', 'Wargame']","['Hexagon Grid', 'Role Playing']",['Series: Microgames (Metagaming)']
1,['https://boardgamegeek.com/boardgame/89956/ninjago-board-game/credits'],"['Dice', 'Fantasy', 'Fighting']","['Cooperative Game', 'Roll / Spin and Move']","['Series: LEGO Games', 'Theme: Ninjas', 'Toys: LEGO']"
2,['https://boardgamegeek.com/boardgame/7611/differix/credits'],"['Animals', ""Children's Game"", 'Educational', 'Puzzle']",['Pattern Recognition'],['Ravensburger Spielend Neues Lernen']
3,['https://boardgamegeek.com/boardgame/2418/rainbows/credits'],['Card Game'],[],[]
4,['https://boardgamegeek.com/boardgame/7864/wildside/credits'],['Dice'],[],[]
5,['https://boardgamegeek.com/boardgame/89569/uskoci-card-game-croatian-pirates/credits'],"['Card Game', 'Pirates']","['Card Drafting', 'Hand Management', 'Set Collection', 'Simulation', 'Variable Phase Order']",['Country: Croatia']
6,['https://boardgamegeek.com/boardgame/4365/dark-victory-battle-alamo/credits'],"['Post-Napoleonic', 'Wargame']","['Dice Rolling', 'Hexagon Grid']","['History: Texas Revolution', 'Magazine: Command']"
7,['https://boardgamegeek.com/boardgame/18562/world-championship-dodge-ball/credits'],"['Card Game', 'Sports']",[],[]
8,['https://boardgamegeek.com/boardgame/110598/isegrim/credits'],"['Animals', 'Card Game', 'Deduction']",['Set Collection'],"['Animals: Bears', 'Animals: Deer', 'Animals: Wolves']"
9,['https://boardgamegeek.com/boardgame/218358/harry-potter-magical-beasts-board-game/credits'],"['Fantasy', 'Movies / TV / Radio theme']","['Roll / Spin and Move', 'Set Collection']",['Books: Harry Potter']
10,['https://boardgamegeek.com/boardgame/40514/scrabble-apple/credits'],"['Real-time', 'Word Game']",['Tile Placement'],"['Game: Scrabble', 'Word Games: Spelling / Letters']"
11,['https://boardgamegeek.com/boardgame/9426/long-cours/credits'],"['Dice', 'Economic', 'Fighting', 'Nautical', 'Pirates']","['Point to Point Movement', 'Trading']",[]
12,['https://boardgamegeek.com/boardgame/1973/outburst-junior/credits'],"[""Children's Game"", 'Trivia', 'Word Game']",[],"['Outburst', 'Versions & Editions: Junior Versions of Grown-Up Games']"
13,['https://boardgamegeek.com/boardgame/38577/monopoly-clone-wars/credits'],"['Economic', 'Movies / TV / Radio theme', 'Negotiation']","['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']","['Monopoly', 'Movies: Star Wars']"
14,['https://boardgamegeek.com/boardgame/6958/monopoly-justice-league-america/credits'],"['Comic Book / Strip', 'Economic', 'Movies / TV / Radio theme', 'Negotiation']","['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']","['Comic Books: DC Universe', 'Monopoly', 'Theme: Superheroes']"
15,['https://boardgamegeek.com/boardgame/11393/tummy-ache/credits'],"[""Children's Game"", 'Humor']","['Chit-Pull System', 'Set Collection']",['Theme: Food / Cooking']
16,['https://boardgamegeek.com/boardgame/4433/acrobats/credits'],['Action / Dexterity'],[],['Animals: Bats']
17,['https://boardgamegeek.com/boardgame/140829/hunters-guild-vampire-forest/credits'],"['Adventure', 'Card Game', 'Fantasy', 'Fighting', 'Horror']","['Dice Rolling', 'Hand Management', 'Set Collection']","['Creatures: Vampires', 'Crowdfunding: Kickstarter']"
18,['https://boardgamegeek.com/boardgame/4034/triazzle/credits'],['Abstract Strategy'],"['Modular Board', 'Network and Route Building']",[]
19,['https://boardgamegeek.com/boardgame/188930/tue-fourre-marie-et-pire-encore/credits'],"['Humor', 'Mature / Adult', 'Party Game']",['Hand Management'],['Judging Games']
20,['https://boardgamegeek.com/boardgame/11938/dukes-hazzard-card-game/credits'],"['Card Game', 'Movies / TV / Radio theme']",['Set Collection'],['Traditional Card Games: Rummy']
21,['https://boardgamegeek.com/boardgame/400/shanghai/credits'],['Bluffing'],['Auction/Bidding'],[]
22,['https://boardgamegeek.com/boardgame/13951/guess-where/credits'],"[""Children's Game"", 'Deduction']",[],[]
23,['https://boardgamegeek.com/boardgame/24473/megastar/credits'],"['Card Game', 'Music']","['Hand Management', 'Set Collection']",[]
24,['https://boardgamegeek.com/boardgame/32369/mind-twist/credits'],"['Bluffing', 'Racing']",[],['Components: 3-Dimensional (3D)']
25,['https://boardgamegeek.com/boardgame/1199/hocus-focus/credits'],"['Action / Dexterity', 'Card Game', ""Children's Game"", 'Deduction', 'Puzzle']",['Pattern Recognition'],['Series: 12 Minute Games']
26,['https://boardgamegeek.com/boardgame/20989/krusade/credits'],"['Abstract Strategy', 'Dice', 'Puzzle']","['Dice Rolling', 'Pattern Building', 'Roll / Spin and Move']",['Components: Polyominoes']
27,['https://boardgamegeek.com/boardgame/7610/fowl-play/credits'],"['Animals', 'Card Game', ""Children's Game"", 'Humor']",['Push Your Luck'],"['Animals: Chickens', 'Series: 12 Minute Games']"
28,['https://boardgamegeek.com/boardgame/5540/hohlengrolen/credits'],"['Card Game', 'Music', 'Prehistoric']",['Set Collection'],['Music Genres: Rock']
29,['https://boardgamegeek.com/boardgame/51512/super-why-abc-letter-game/credits'],"[""Children's Game"", 'Educational', 'Movies / TV / Radio theme', 'Word Game']",[],[]
