age,max_play_time,max_players,min_play_time,min_players,url,weight
"minage"":""12","maxplaytime"":""180","maxplayers"":""2","minplaytime"":""180","minplayers"":""2",https://boardgamegeek.com/boardgame/3061/samurai/credits,"""averageweight"":3.4399999999999999"
"minage"":""10","maxplaytime"":""180","maxplayers"":""6","minplaytime"":""60","minplayers"":""2",https://boardgamegeek.com/boardgame/101929/sergeants-miniatures-game-day-days/credits,"""averageweight"":2.5909090909090908"
"minage"":""10","maxplaytime"":""40","maxplayers"":""5","minplaytime"":""40","minplayers"":""2",https://boardgamegeek.com/boardgame/257582/periodic-game-elements/credits,
"minage"":""0","maxplaytime"":""45","maxplayers"":""1","minplaytime"":""45","minplayers"":""1",https://boardgamegeek.com/boardgame/39232/nemos-war/credits,"""averageweight"":2.0263157894736841"
"minage"":""12","maxplaytime"":""75","maxplayers"":""4","minplaytime"":""75","minplayers"":""2",https://boardgamegeek.com/boardgame/38735/swarm/credits,"""averageweight"":2.5833333333333335"
"minage"":""10","maxplaytime"":""60","maxplayers"":""4","minplaytime"":""45","minplayers"":""2",https://boardgamegeek.com/boardgame/191877/touria/credits,"""averageweight"":1.8"
"minage"":""12","maxplaytime"":""180","maxplayers"":""4","minplaytime"":""180","minplayers"":""2",https://boardgamegeek.com/boardgame/4958/ardennes/credits,"""averageweight"":2.8695652173913042"
"minage"":""13","maxplaytime"":""60","maxplayers"":""4","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/212662/red-dragon-inn-6-villains/credits,"""averageweight"":2.5"
"minage"":""12","maxplaytime"":""480","maxplayers"":""2","minplaytime"":""240","minplayers"":""2",https://boardgamegeek.com/boardgame/150761/next-war-india-pakistan/credits,"""averageweight"":4.1904761904761907"
"minage"":""12","maxplaytime"":""40","maxplayers"":""2","minplaytime"":""20","minplayers"":""2",https://boardgamegeek.com/boardgame/4488/scarab-lords/credits,"""averageweight"":1.9085365853658536"
"minage"":""12","maxplaytime"":""180","maxplayers"":""4","minplaytime"":""180","minplayers"":""2",https://boardgamegeek.com/boardgame/108344/might-magic-heroes/credits,"""averageweight"":3.3333333333333335"
"minage"":""10","maxplaytime"":""60","maxplayers"":""4","minplaytime"":""60","minplayers"":""2",https://boardgamegeek.com/boardgame/84869/felinia/credits,"""averageweight"":2.6000000000000001"
"minage"":""12","maxplaytime"":""90","maxplayers"":""5","minplaytime"":""90","minplayers"":""2",https://boardgamegeek.com/boardgame/114667/new-science/credits,"""averageweight"":2.639344262295082"
"minage"":""0","maxplaytime"":""1440","maxplayers"":""2","minplaytime"":""360","minplayers"":""2",https://boardgamegeek.com/boardgame/94373/dien-bien-phu-final-gamble/credits,"""averageweight"":3.1333333333333333"
"minage"":""12","maxplaytime"":""60","maxplayers"":""4","minplaytime"":""60","minplayers"":""2",https://boardgamegeek.com/boardgame/97875/wiraqocha/credits,"""averageweight"":2.6585365853658538"
"minage"":""12","maxplaytime"":""3000","maxplayers"":""1","minplaytime"":""3000","minplayers"":""1",https://boardgamegeek.com/boardgame/22359/steel-wolves-german-submarine-campaign-against-all/credits,"""averageweight"":4.0754716981132075"
"minage"":""0","maxplaytime"":""2400","maxplayers"":""2","minplaytime"":""120","minplayers"":""2",https://boardgamegeek.com/boardgame/36314/where-eagles-dare-battle-hells-highway/credits,"""averageweight"":3.4827586206896552"
