age,max_play_time,max_players,min_play_time,min_players,url,weight
"minage"":""14","maxplaytime"":""90","maxplayers"":""5","minplaytime"":""90","minplayers"":""3",https://boardgamegeek.com/boardgame/67972/workshop-world/credits,"""averageweight"":2.5882352941176472"
"minage"":""12","maxplaytime"":""240","maxplayers"":""0","minplaytime"":""90","minplayers"":""0",https://boardgamegeek.com/boardgame/16435/general-quarters/credits,"""averageweight"":2.2999999999999998"
"minage"":""8","maxplaytime"":""20","maxplayers"":""2","minplaytime"":""20","minplayers"":""2",https://boardgamegeek.com/boardgame/39710/tien-zi-que/credits,"""averageweight"":1.6666666666666667"
"minage"":""14","maxplaytime"":""90","maxplayers"":""2","minplaytime"":""60","minplayers"":""1",https://boardgamegeek.com/boardgame/222502/club-stories/credits,"""averageweight"":2.8333333333333335"
"minage"":""0","maxplaytime"":""60","maxplayers"":""6","minplaytime"":""60","minplayers"":""2",https://boardgamegeek.com/boardgame/15069/ekonos/credits,"""averageweight"":2.4705882352941178"
"minage"":""12","maxplaytime"":""480","maxplayers"":""6","minplaytime"":""480","minplayers"":""2",https://boardgamegeek.com/boardgame/22843/war-pacific-second-edition/credits,"""averageweight"":4.7692307692307692"
"minage"":""8","maxplaytime"":""30","maxplayers"":""4","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/232216/dice-age-hunt/credits,"""averageweight"":1.625"
"minage"":""8","maxplaytime"":""30","maxplayers"":""8","minplaytime"":""10","minplayers"":""2",https://boardgamegeek.com/boardgame/169062/monsters-vs-heroes-victorian-nightmares/credits,"""averageweight"":1.3333333333333333"
"minage"":""12","maxplaytime"":""180","maxplayers"":""2","minplaytime"":""180","minplayers"":""2",https://boardgamegeek.com/boardgame/158098/star-fleet-battles-commanders-edition/credits,"""averageweight"":4.2000000000000002"
"minage"":""12","maxplaytime"":""60","maxplayers"":""2","minplaytime"":""45","minplayers"":""2",https://boardgamegeek.com/boardgame/158861/athlas-duel-divinity/credits,"""averageweight"":3.75"
"minage"":""10","maxplaytime"":""20","maxplayers"":""4","minplaytime"":""20","minplayers"":""2",https://boardgamegeek.com/boardgame/825/screaming-eagles/credits,"""averageweight"":1.3333333333333333"
"minage"":""12","maxplaytime"":""120","maxplayers"":""6","minplaytime"":""120","minplayers"":""3",https://boardgamegeek.com/boardgame/835/election/credits,"""averageweight"":2.625"
