age,max_play_time,max_players,min_play_time,min_players,url,weight
"minage"":""12","maxplaytime"":""120","maxplayers"":""5","minplaytime"":""45","minplayers"":""2",https://boardgamegeek.com/boardgame/184459/ave-roma/credits,"""averageweight"":3.7962962962962963"
"minage"":""0","maxplaytime"":""75","maxplayers"":""1","minplaytime"":""45","minplayers"":""1",https://boardgamegeek.com/boardgame/197097/four-against-darkness/credits,"""averageweight"":2.2352941176470589"
"minage"":""8","maxplaytime"":""15","maxplayers"":""8","minplaytime"":""15","minplayers"":""1",https://boardgamegeek.com/boardgame/283864/trails-tucana/credits,"""averageweight"":1.3333333333333333"
"minage"":""14","maxplaytime"":""60","maxplayers"":""6","minplaytime"":""45","minplayers"":""1",https://boardgamegeek.com/boardgame/235014/sorcerer-city/credits,"""averageweight"":2.2307692307692308"
"minage"":""0","maxplaytime"":""600","maxplayers"":""2","minplaytime"":""60","minplayers"":""1",https://boardgamegeek.com/boardgame/68820/enemy-action-ardennes/credits,"""averageweight"":4.2388059701492535"
"minage"":""13","maxplaytime"":""20","maxplayers"":""4","minplaytime"":""10","minplayers"":""2",https://boardgamegeek.com/boardgame/140535/kory/credits,"""averageweight"":1.8690476190476191"
"minage"":""12","maxplaytime"":""90","maxplayers"":""8","minplaytime"":""90","minplayers"":""1",https://boardgamegeek.com/boardgame/223931/sherlock-holmes-consulting-detective-carlton-house/credits,
"minage"":""10","maxplaytime"":""45","maxplayers"":""4","minplaytime"":""45","minplayers"":""2",https://boardgamegeek.com/boardgame/255507/orbis/credits,"""averageweight"":2.129032258064516"
"minage"":""10","maxplaytime"":""90","maxplayers"":""4","minplaytime"":""90","minplayers"":""3",https://boardgamegeek.com/boardgame/3972/catan-portable-edition/credits,"""averageweight"":2.2535211267605635"
"minage"":""12","maxplaytime"":""90","maxplayers"":""2","minplaytime"":""90","minplayers"":""2",https://boardgamegeek.com/boardgame/41429/band-brothers-screaming-eagles/credits,"""averageweight"":2.7285714285714286"
"minage"":""8","maxplaytime"":""30","maxplayers"":""4","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/31479/ubongo-extreme/credits,"""averageweight"":1.8804347826086956"
"minage"":""14","maxplaytime"":""480","maxplayers"":""7","minplaytime"":""480","minplayers"":""2",https://boardgamegeek.com/boardgame/3870/7-ages/credits,"""averageweight"":3.937823834196891"
"minage"":""14","maxplaytime"":""15","maxplayers"":""8","minplaytime"":""15","minplayers"":""3",https://boardgamegeek.com/boardgame/227072/chameleon/credits,"""averageweight"":1.0344827586206897"
"minage"":""10","maxplaytime"":""10","maxplayers"":""4","minplaytime"":""10","minplayers"":""2",https://boardgamegeek.com/boardgame/158340/lost-legacy-flying-garden/credits,"""averageweight"":1.3278688524590163"
"minage"":""14","maxplaytime"":""90","maxplayers"":""4","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/181819/sorcerer/credits,"""averageweight"":2.9285714285714284"
"minage"":""14","maxplaytime"":""60","maxplayers"":""5","minplaytime"":""45","minplayers"":""2",https://boardgamegeek.com/boardgame/220632/monster-slaughter/credits,"""averageweight"":2.15625"
"minage"":""13","maxplaytime"":""90","maxplayers"":""5","minplaytime"":""60","minplayers"":""1",https://boardgamegeek.com/boardgame/232666/robin-hood-and-merry-men/credits,"""averageweight"":3.6363636363636362"
"minage"":""8","maxplaytime"":""15","maxplayers"":""8","minplaytime"":""15","minplayers"":""2",https://boardgamegeek.com/boardgame/220775/codenames-disney-family-edition/credits,"""averageweight"":1.3076923076923077"
"minage"":""8","maxplaytime"":""30","maxplayers"":""4","minplaytime"":""15","minplayers"":""2",https://boardgamegeek.com/boardgame/191572/animals-board/credits,"""averageweight"":1.5"
"minage"":""10","maxplaytime"":""45","maxplayers"":""4","minplaytime"":""45","minplayers"":""2",https://boardgamegeek.com/boardgame/18866/shear-panic/credits,"""averageweight"":2.221105527638191"
"minage"":""10","maxplaytime"":""30","maxplayers"":""5","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/103649/city/credits,"""averageweight"":1.5547945205479452"
"minage"":""11","maxplaytime"":""40","maxplayers"":""5","minplaytime"":""20","minplayers"":""1",https://boardgamegeek.com/boardgame/183284/factory-funner/credits,"""averageweight"":2.1666666666666665"
"minage"":""14","maxplaytime"":""30","maxplayers"":""4","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/168054/grifters/credits,"""averageweight"":1.7857142857142858"
"minage"":""18","maxplaytime"":""90","maxplayers"":""10","minplaytime"":""30","minplayers"":""3",https://boardgamegeek.com/boardgame/193621/joking-hazard/credits,"""averageweight"":1.0625"
"minage"":""14","maxplaytime"":""90","maxplayers"":""5","minplaytime"":""90","minplayers"":""2",https://boardgamegeek.com/boardgame/242653/mysthea/credits,"""averageweight"":3.6000000000000001"
"minage"":""12","maxplaytime"":""480","maxplayers"":""8","minplaytime"":""480","minplayers"":""4",https://boardgamegeek.com/boardgame/286/machiavelli/credits,"""averageweight"":3.2190476190476192"
"minage"":""10","maxplaytime"":""45","maxplayers"":""4","minplaytime"":""25","minplayers"":""2",https://boardgamegeek.com/boardgame/256320/fertility/credits,"""averageweight"":1.9523809523809523"
"minage"":""12","maxplaytime"":""360","maxplayers"":""4","minplaytime"":""45","minplayers"":""1",https://boardgamegeek.com/boardgame/199904/pericles-peloponnesian-wars/credits,"""averageweight"":4.117647058823529"
"minage"":""8","maxplaytime"":""50","maxplayers"":""2","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/215463/tokyo-highway/credits,"""averageweight"":1.4399999999999999"
"minage"":""12","maxplaytime"":""80","maxplayers"":""5","minplaytime"":""40","minplayers"":""1",https://boardgamegeek.com/boardgame/253635/ragusa/credits,"""averageweight"":2.736842105263158"
"minage"":""8","maxplaytime"":""10","maxplayers"":""8","minplaytime"":""10","minplayers"":""2",https://boardgamegeek.com/boardgame/10550/big-boggle/credits,"""averageweight"":1.5339805825242718"
"minage"":""12","maxplaytime"":""120","maxplayers"":""8","minplaytime"":""120","minplayers"":""2",https://boardgamegeek.com/boardgame/244/circus-maximus/credits,"""averageweight"":2.6524390243902438"
"minage"":""10","maxplaytime"":""45","maxplayers"":""5","minplaytime"":""45","minplayers"":""3",https://boardgamegeek.com/boardgame/256/mississippi-queen/credits,"""averageweight"":1.6919060052219321"
"minage"":""12","maxplaytime"":""90","maxplayers"":""2","minplaytime"":""60","minplayers"":""2",https://boardgamegeek.com/boardgame/162/awful-green-things-outer-space/credits,"""averageweight"":1.8623188405797102"
"minage"":""15","maxplaytime"":""45","maxplayers"":""6","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/173200/epic-spell-wars-battle-wizards-rumble-castle-tenta/credits,"""averageweight"":1.5945945945945945"
"minage"":""9","maxplaytime"":""180","maxplayers"":""4","minplaytime"":""180","minplayers"":""2",https://boardgamegeek.com/boardgame/8107/risk-lord-rings-trilogy-edition/credits,"""averageweight"":2.3541666666666665"
"minage"":""12","maxplaytime"":""300","maxplayers"":""2","minplaytime"":""300","minplayers"":""2",https://boardgamegeek.com/boardgame/1423/storm-over-arnhem/credits,"""averageweight"":2.9344262295081966"
"minage"":""10","maxplaytime"":""45","maxplayers"":""4","minplaytime"":""45","minplayers"":""1",https://boardgamegeek.com/boardgame/200454/planetarium/credits,"""averageweight"":2.0555555555555554"
"minage"":""8","maxplaytime"":""20","maxplayers"":""4","minplaytime"":""20","minplayers"":""2",https://boardgamegeek.com/boardgame/40832/keltis-das-kartenspiel/credits,"""averageweight"":1.5"
"minage"":""14","maxplaytime"":""90","maxplayers"":""2","minplaytime"":""90","minplayers"":""2",https://boardgamegeek.com/boardgame/129731/dreadball-futuristic-sports-game/credits,"""averageweight"":2.8658536585365852"
"minage"":""8","maxplaytime"":""20","maxplayers"":""2","minplaytime"":""20","minplayers"":""2",https://boardgamegeek.com/boardgame/108/tamsk/credits,"""averageweight"":2.2903225806451615"
"minage"":""4","maxplaytime"":""30","maxplayers"":""4","minplaytime"":""20","minplayers"":""2",https://boardgamegeek.com/boardgame/8195/viva-topo/credits,"""averageweight"":1.088235294117647"
"minage"":""10","maxplaytime"":""90","maxplayers"":""3","minplaytime"":""30","minplayers"":""1",https://boardgamegeek.com/boardgame/232361/after-virus/credits,"""averageweight"":2.4838709677419355"
"minage"":""12","maxplaytime"":""90","maxplayers"":""5","minplaytime"":""90","minplayers"":""2",https://boardgamegeek.com/boardgame/28620/phoenicia/credits,"""averageweight"":2.9330543933054392"
"minage"":""12","maxplaytime"":""720","maxplayers"":""2","minplaytime"":""20","minplayers"":""2",https://boardgamegeek.com/boardgame/38786/red-winter-soviet-attack-tolvajarvi-finland-8-12-d/credits,"""averageweight"":2.9743589743589745"
"minage"":""13","maxplaytime"":""90","maxplayers"":""4","minplaytime"":""40","minplayers"":""1",https://boardgamegeek.com/boardgame/200934/coldwater-crown/credits,"""averageweight"":2.2222222222222223"
"minage"":""13","maxplaytime"":""45","maxplayers"":""5","minplaytime"":""45","minplayers"":""1",https://boardgamegeek.com/boardgame/153097/heroes-wanted/credits,"""averageweight"":2.5974025974025974"
"minage"":""12","maxplaytime"":""45","maxplayers"":""6","minplaytime"":""45","minplayers"":""2",https://boardgamegeek.com/boardgame/22532/wings-war-dawn-world-war-ii/credits,"""averageweight"":1.963768115942029"
"minage"":""12","maxplaytime"":""240","maxplayers"":""8","minplaytime"":""240","minplayers"":""2",https://boardgamegeek.com/boardgame/12350/battlestations/credits,"""averageweight"":3.4078947368421053"
"minage"":""13","maxplaytime"":""180","maxplayers"":""4","minplaytime"":""120","minplayers"":""2",https://boardgamegeek.com/boardgame/19348/byzantium/credits,"""averageweight"":3.4637681159420288"
"minage"":""10","maxplaytime"":""30","maxplayers"":""4","minplaytime"":""20","minplayers"":""2",https://boardgamegeek.com/boardgame/5867/10-days-europe/credits,"""averageweight"":1.3391812865497077"
"minage"":""12","maxplaytime"":""180","maxplayers"":""4","minplaytime"":""180","minplayers"":""2",https://boardgamegeek.com/boardgame/936/fury-dracula/credits,"""averageweight"":2.595505617977528"
"minage"":""14","maxplaytime"":""90","maxplayers"":""5","minplaytime"":""90","minplayers"":""2",https://boardgamegeek.com/boardgame/132544/tesla-vs-edison-war-currents/credits,"""averageweight"":3.2450980392156863"
"minage"":""8","maxplaytime"":""30","maxplayers"":""5","minplaytime"":""20","minplayers"":""2",https://boardgamegeek.com/boardgame/40381/modern-art-card-game/credits,"""averageweight"":1.65625"
"minage"":""12","maxplaytime"":""90","maxplayers"":""4","minplaytime"":""90","minplayers"":""1",https://boardgamegeek.com/boardgame/272682/expedition-newdale/credits,"""averageweight"":2.925925925925926"
"minage"":""15","maxplaytime"":""30","maxplayers"":""5","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/127127/lord-rings-fellowship-ring-deck-building-game/credits,"""averageweight"":2.1159420289855073"
"minage"":""10","maxplaytime"":""30","maxplayers"":""4","minplaytime"":""30","minplayers"":""2",https://boardgamegeek.com/boardgame/1484/clue-great-museum-caper/credits,"""averageweight"":1.9126984126984128"
"minage"":""13","maxplaytime"":""60","maxplayers"":""4","minplaytime"":""60","minplayers"":""2",https://boardgamegeek.com/boardgame/119781/legacy-gears-time/credits,"""averageweight"":2.8448275862068964"
"minage"":""14","maxplaytime"":""120","maxplayers"":""6","minplaytime"":""60","minplayers"":""1",https://boardgamegeek.com/boardgame/206327/kings-guild/credits,"""averageweight"":2.3214285714285716"
"minage"":""13","maxplaytime"":""90","maxplayers"":""8","minplaytime"":""90","minplayers"":""3",https://boardgamegeek.com/boardgame/103660/vivajava-coffee-game/credits,"""averageweight"":2.5180722891566263"
"minage"":""13","maxplaytime"":""120","maxplayers"":""5","minplaytime"":""120","minplayers"":""2",https://boardgamegeek.com/boardgame/119012/capitals/credits,"""averageweight"":3.5"
"minage"":""0","maxplaytime"":""1200","maxplayers"":""2","minplaytime"":""90","minplayers"":""1",https://boardgamegeek.com/boardgame/39188/liberty-roads/credits,"""averageweight"":3.225806451612903"
"minage"":""10","maxplaytime"":""90","maxplayers"":""4","minplaytime"":""90","minplayers"":""3",https://boardgamegeek.com/boardgame/59/giganten/credits,"""averageweight"":2.5735294117647061"
"minage"":""10","maxplaytime"":""120","maxplayers"":""4","minplaytime"":""120","minplayers"":""2",https://boardgamegeek.com/boardgame/348/merchants-middle-ages/credits,"""averageweight"":3.0133333333333332"
"minage"":""12","maxplaytime"":""75","maxplayers"":""4","minplaytime"":""75","minplayers"":""1",https://boardgamegeek.com/boardgame/267813/adventure-games-dungeon/credits,"""averageweight"":1.6818181818181819"
"minage"":""13","maxplaytime"":""75","maxplayers"":""5","minplaytime"":""75","minplayers"":""1",https://boardgamegeek.com/boardgame/154301/battle-kembles-cascade/credits,"""averageweight"":2.5806451612903225"
"minage"":""12","maxplaytime"":""240","maxplayers"":""2","minplaytime"":""240","minplayers"":""2",https://boardgamegeek.com/boardgame/20133/fab-bulge/credits,"""averageweight"":3.0720720720720722"
"minage"":""11","maxplaytime"":""120","maxplayers"":""10","minplaytime"":""60","minplayers"":""2",https://boardgamegeek.com/boardgame/25261/tannhauser/credits,"""averageweight"":2.7290969899665551"
"minage"":""14","maxplaytime"":""120","maxplayers"":""4","minplaytime"":""60","minplayers"":""1",https://boardgamegeek.com/boardgame/204286/big-trouble-little-china-game/credits,"""averageweight"":2.9629629629629628"
"minage"":""12","maxplaytime"":""90","maxplayers"":""5","minplaytime"":""60","minplayers"":""1",https://boardgamegeek.com/boardgame/246684/smartphone-inc/credits,"""averageweight"":2.7000000000000002"
"minage"":""12","maxplaytime"":""240","maxplayers"":""4","minplaytime"":""240","minplayers"":""1",https://boardgamegeek.com/boardgame/8730/flying-colors/credits,"""averageweight"":3.010204081632653"
"minage"":""12","maxplaytime"":""60","maxplayers"":""5","minplaytime"":""60","minplayers"":""2",https://boardgamegeek.com/boardgame/59753/priests-ra/credits,"""averageweight"":2.2446808510638299"
"minage"":""12","maxplaytime"":""240","maxplayers"":""7","minplaytime"":""240","minplayers"":""2",https://boardgamegeek.com/boardgame/987/kingmaker/credits,"""averageweight"":3.069069069069069"
